Year,Attribute,Value
2010,Dictatorship / Monarchy,25.16651697
2011,% of the world population living in a Democracy,55.49486676
2011,Colony,0
2011,Country in Transition or no Data,3.185376987
2011,"Open Anocracy (e.g. Russia, Singapore)",10.76519126
2011,"Closed Anocracy (e.g. Egypt, Rwanda)",6.749206565
2011,Dictatorship / Monarchy,23.80535843
2012,% of the world population living in a Democracy,55.17884833
2012,Colony,0
2012,Country in Transition or no Data,3.641847626
2012,"Open Anocracy (e.g. Russia, Singapore)",11.33168969
2012,"Closed Anocracy (e.g. Egypt, Rwanda)",6.181433435
2012,Dictatorship / Monarchy,23.66618091
2013,% of the world population living in a Democracy,55.25772437
2013,Colony,0
2013,Country in Transition or no Data,3.743132253
2013,"Open Anocracy (e.g. Russia, Singapore)",11.89575753
2013,"Closed Anocracy (e.g. Egypt, Rwanda)",5.580255813
2013,Dictatorship / Monarchy,23.52313003
2014,% of the world population living in a Democracy,52.97117726
2014,Colony,0
2014,Country in Transition or no Data,3.356303266
2014,"Open Anocracy (e.g. Russia, Singapore)",12.8412871
2014,"Closed Anocracy (e.g. Egypt, Rwanda)",7.453784527
2014,Dictatorship / Monarchy,23.37744784
2015,% of the world population living in a Democracy,55.80389781
2015,Colony,0
2015,Country in Transition or no Data,4.130100741
2015,"Open Anocracy (e.g. Russia, Singapore)",10.84684017
2015,"Closed Anocracy (e.g. Egypt, Rwanda)",5.989104453
2015,Dictatorship / Monarchy,23.23005683
