date,Attribute,Value
7/1/2008 0:00,Mining and Extraction,13
8/1/2008 0:00,Wholesale and Retail Trade,1366
8/1/2008 0:00,Manufacturing,960
8/1/2008 0:00,Leisure and hospitality,1122
8/1/2008 0:00,Business services,961
8/1/2008 0:00,Construction,814
8/1/2008 0:00,Education and Health,844
8/1/2008 0:00,Government,721
8/1/2008 0:00,Finance,409
8/1/2008 0:00,Self-employed,378
8/1/2008 0:00,Other,412
8/1/2008 0:00,Transportation and Utilities,309
8/1/2008 0:00,Information,144
8/1/2008 0:00,Agriculture,111
8/1/2008 0:00,Mining and Extraction,17
9/1/2008 0:00,Wholesale and Retail Trade,1277
9/1/2008 0:00,Manufacturing,984
9/1/2008 0:00,Leisure and hospitality,1029
9/1/2008 0:00,Business services,951
9/1/2008 0:00,Construction,970
9/1/2008 0:00,Education and Health,835
9/1/2008 0:00,Government,573
9/1/2008 0:00,Finance,380
9/1/2008 0:00,Self-employed,414
9/1/2008 0:00,Other,374
9/1/2008 0:00,Transportation and Utilities,337
9/1/2008 0:00,Information,166
9/1/2008 0:00,Agriculture,84
9/1/2008 0:00,Mining and Extraction,25
10/1/2008 0:00,Wholesale and Retail Trade,1313
10/1/2008 0:00,Manufacturing,1007
10/1/2008 0:00,Leisure and hospitality,1126
10/1/2008 0:00,Business services,1052
10/1/2008 0:00,Construction,1078
10/1/2008 0:00,Education and Health,797
10/1/2008 0:00,Government,552
10/1/2008 0:00,Finance,434
10/1/2008 0:00,Self-employed,396
10/1/2008 0:00,Other,334
10/1/2008 0:00,Transportation and Utilities,316
10/1/2008 0:00,Information,168
10/1/2008 0:00,Agriculture,97
10/1/2008 0:00,Mining and Extraction,15
11/1/2008 0:00,Wholesale and Retail Trade,1397
11/1/2008 0:00,Manufacturing,1144
11/1/2008 0:00,Leisure and hospitality,1283
11/1/2008 0:00,Business services,992
11/1/2008 0:00,Construction,1237
11/1/2008 0:00,Education and Health,748
11/1/2008 0:00,Government,527
11/1/2008 0:00,Finance,494
11/1/2008 0:00,Self-employed,411
11/1/2008 0:00,Other,434
11/1/2008 0:00,Transportation and Utilities,331
11/1/2008 0:00,Information,173
11/1/2008 0:00,Agriculture,119
11/1/2008 0:00,Mining and Extraction,32
12/1/2008 0:00,Wholesale and Retail Trade,1535
12/1/2008 0:00,Manufacturing,1315
12/1/2008 0:00,Leisure and hospitality,1210
12/1/2008 0:00,Business services,1147
12/1/2008 0:00,Construction,1438
12/1/2008 0:00,Education and Health,791
12/1/2008 0:00,Government,511
12/1/2008 0:00,Finance,540
12/1/2008 0:00,Self-employed,559
12/1/2008 0:00,Other,367
12/1/2008 0:00,Transportation and Utilities,421
12/1/2008 0:00,Information,219
12/1/2008 0:00,Agriculture,229
12/1/2008 0:00,Mining and Extraction,46
1/1/2009 0:00,Wholesale and Retail Trade,1794
1/1/2009 0:00,Manufacturing,1711
1/1/2009 0:00,Leisure and hospitality,1487
1/1/2009 0:00,Business services,1445
1/1/2009 0:00,Construction,1744
1/1/2009 0:00,Education and Health,792
1/1/2009 0:00,Government,652
1/1/2009 0:00,Finance,571
1/1/2009 0:00,Self-employed,659
1/1/2009 0:00,Other,431
1/1/2009 0:00,Transportation and Utilities,522
1/1/2009 0:00,Information,232
1/1/2009 0:00,Agriculture,245
1/1/2009 0:00,Mining and Extraction,59
2/1/2009 0:00,Wholesale and Retail Trade,1847
2/1/2009 0:00,Manufacturing,1822
2/1/2009 0:00,Leisure and hospitality,1477
2/1/2009 0:00,Business services,1512
2/1/2009 0:00,Construction,2025
2/1/2009 0:00,Education and Health,847
2/1/2009 0:00,Government,563
2/1/2009 0:00,Finance,637
2/1/2009 0:00,Self-employed,586
2/1/2009 0:00,Other,453
2/1/2009 0:00,Transportation and Utilities,563
2/1/2009 0:00,Information,224
2/1/2009 0:00,Agriculture,251
2/1/2009 0:00,Mining and Extraction,63
3/1/2009 0:00,Wholesale and Retail Trade,1852
3/1/2009 0:00,Manufacturing,1912
3/1/2009 0:00,Leisure and hospitality,1484
3/1/2009 0:00,Business services,1597
3/1/2009 0:00,Construction,1979
3/1/2009 0:00,Education and Health,931
3/1/2009 0:00,Government,598
3/1/2009 0:00,Finance,639
3/1/2009 0:00,Self-employed,625
3/1/2009 0:00,Other,377
3/1/2009 0:00,Transportation and Utilities,558
3/1/2009 0:00,Information,252
3/1/2009 0:00,Agriculture,241
3/1/2009 0:00,Mining and Extraction,105
4/1/2009 0:00,Wholesale and Retail Trade,1833
4/1/2009 0:00,Manufacturing,1968
4/1/2009 0:00,Leisure and hospitality,1322
4/1/2009 0:00,Business services,1448
4/1/2009 0:00,Construction,1737
4/1/2009 0:00,Education and Health,964
4/1/2009 0:00,Government,575
4/1/2009 0:00,Finance,561
4/1/2009 0:00,Self-employed,488
4/1/2009 0:00,Other,403
4/1/2009 0:00,Transportation and Utilities,541
4/1/2009 0:00,Information,320
4/1/2009 0:00,Agriculture,176
4/1/2009 0:00,Mining and Extraction,125
5/1/2009 0:00,Wholesale and Retail Trade,1835
5/1/2009 0:00,Manufacturing,2010
5/1/2009 0:00,Leisure and hospitality,1599
5/1/2009 0:00,Business services,1514
5/1/2009 0:00,Construction,1768
5/1/2009 0:00,Education and Health,1005
5/1/2009 0:00,Government,702
5/1/2009 0:00,Finance,536
5/1/2009 0:00,Self-employed,530
5/1/2009 0:00,Other,476
5/1/2009 0:00,Transportation and Utilities,506
5/1/2009 0:00,Information,303
5/1/2009 0:00,Agriculture,136
5/1/2009 0:00,Mining and Extraction,98
6/1/2009 0:00,Wholesale and Retail Trade,1863
6/1/2009 0:00,Manufacturing,2010
6/1/2009 0:00,Leisure and hospitality,1688
6/1/2009 0:00,Business services,1580
6/1/2009 0:00,Construction,1601
6/1/2009 0:00,Education and Health,1267
6/1/2009 0:00,Government,991
6/1/2009 0:00,Finance,513
6/1/2009 0:00,Self-employed,472
6/1/2009 0:00,Other,557
6/1/2009 0:00,Transportation and Utilities,499
6/1/2009 0:00,Information,347
6/1/2009 0:00,Agriculture,182
6/1/2009 0:00,Mining and Extraction,100
7/1/2009 0:00,Wholesale and Retail Trade,1854
7/1/2009 0:00,Manufacturing,1988
7/1/2009 0:00,Leisure and hospitality,1600
7/1/2009 0:00,Business services,1531
7/1/2009 0:00,Construction,1687
7/1/2009 0:00,Education and Health,1269
7/1/2009 0:00,Government,1129
7/1/2009 0:00,Finance,570
7/1/2009 0:00,Self-employed,552
7/1/2009 0:00,Other,490
7/1/2009 0:00,Transportation and Utilities,511
7/1/2009 0:00,Information,373
7/1/2009 0:00,Agriculture,180
7/1/2009 0:00,Mining and Extraction,95
8/1/2009 0:00,Wholesale and Retail Trade,1794
8/1/2009 0:00,Manufacturing,1866
8/1/2009 0:00,Leisure and hospitality,1636
8/1/2009 0:00,Business services,1560
8/1/2009 0:00,Construction,1542
8/1/2009 0:00,Education and Health,1239
8/1/2009 0:00,Government,1118
8/1/2009 0:00,Finance,566
8/1/2009 0:00,Self-employed,569
8/1/2009 0:00,Other,528
8/1/2009 0:00,Transportation and Utilities,547
8/1/2009 0:00,Information,358
8/1/2009 0:00,Agriculture,195
8/1/2009 0:00,Mining and Extraction,93
9/1/2009 0:00,Wholesale and Retail Trade,1809
9/1/2009 0:00,Manufacturing,1876
9/1/2009 0:00,Leisure and hospitality,1469
9/1/2009 0:00,Business services,1596
9/1/2009 0:00,Construction,1594
9/1/2009 0:00,Education and Health,1257
9/1/2009 0:00,Government,928
9/1/2009 0:00,Finance,657
9/1/2009 0:00,Self-employed,636
9/1/2009 0:00,Other,462
9/1/2009 0:00,Transportation and Utilities,538
9/1/2009 0:00,Information,362
9/1/2009 0:00,Agriculture,150
9/1/2009 0:00,Mining and Extraction,76
10/1/2009 0:00,Wholesale and Retail Trade,1919
10/1/2009 0:00,Manufacturing,1884
10/1/2009 0:00,Leisure and hospitality,1604
10/1/2009 0:00,Business services,1488
10/1/2009 0:00,Construction,1744
10/1/2009 0:00,Education and Health,1280
10/1/2009 0:00,Government,785
10/1/2009 0:00,Finance,646
10/1/2009 0:00,Self-employed,610
10/1/2009 0:00,Other,541
10/1/2009 0:00,Transportation and Utilities,480
10/1/2009 0:00,Information,261
10/1/2009 0:00,Agriculture,166
10/1/2009 0:00,Mining and Extraction,84
11/1/2009 0:00,Wholesale and Retail Trade,1879
11/1/2009 0:00,Manufacturing,1882
11/1/2009 0:00,Leisure and hospitality,1524
11/1/2009 0:00,Business services,1514
11/1/2009 0:00,Construction,1780
11/1/2009 0:00,Education and Health,1168
11/1/2009 0:00,Government,748
11/1/2009 0:00,Finance,619
11/1/2009 0:00,Self-employed,592
11/1/2009 0:00,Other,491
11/1/2009 0:00,Transportation and Utilities,493
11/1/2009 0:00,Information,243
11/1/2009 0:00,Agriculture,180
11/1/2009 0:00,Mining and Extraction,96
12/1/2009 0:00,Wholesale and Retail Trade,1851
12/1/2009 0:00,Manufacturing,1747
12/1/2009 0:00,Leisure and hospitality,1624
12/1/2009 0:00,Business services,1486
12/1/2009 0:00,Construction,2044
12/1/2009 0:00,Education and Health,1183
12/1/2009 0:00,Government,797
12/1/2009 0:00,Finance,665
12/1/2009 0:00,Self-employed,609
12/1/2009 0:00,Other,513
12/1/2009 0:00,Transportation and Utilities,539
12/1/2009 0:00,Information,256
12/1/2009 0:00,Agriculture,292
12/1/2009 0:00,Mining and Extraction,89
1/1/2010 0:00,Wholesale and Retail Trade,2154
1/1/2010 0:00,Manufacturing,1918
1/1/2010 0:00,Leisure and hospitality,1804
1/1/2010 0:00,Business services,1614
1/1/2010 0:00,Construction,2194
1/1/2010 0:00,Education and Health,1175
1/1/2010 0:00,Government,948
1/1/2010 0:00,Finance,623
1/1/2010 0:00,Self-employed,730
1/1/2010 0:00,Other,609
1/1/2010 0:00,Transportation and Utilities,657
1/1/2010 0:00,Information,313
1/1/2010 0:00,Agriculture,318
1/1/2010 0:00,Mining and Extraction,68
2/1/2010 0:00,Wholesale and Retail Trade,2071
2/1/2010 0:00,Manufacturing,1814
2/1/2010 0:00,Leisure and hospitality,1597
2/1/2010 0:00,Business services,1740
2/1/2010 0:00,Construction,2440
2/1/2010 0:00,Education and Health,1200
2/1/2010 0:00,Government,880
2/1/2010 0:00,Finance,708
2/1/2010 0:00,Self-employed,680
2/1/2010 0:00,Other,603
2/1/2010 0:00,Transportation and Utilities,591
2/1/2010 0:00,Information,300
2/1/2010 0:00,Agriculture,285
2/1/2010 0:00,Mining and Extraction,79
