Line,Attribute,Value
555, Shoe brand,0
555, Running pace per mile,521160
555, Short or long,0
555, After 2004,0
556,Training date,1.07663E+12
556, Miles for training run,6
556, Training time,2749020
556, Shoe brand,0
556, Running pace per mile,458160
556, Short or long,0
556, After 2004,0
557,Training date,1.07671E+12
557, Miles for training run,9
557, Training time,4425000
557, Shoe brand,0
557, Running pace per mile,491640
557, Short or long,0
557, After 2004,0
558,Training date,1.07689E+12
558, Miles for training run,7
558, Training time,3396000
558, Shoe brand,0
558, Running pace per mile,485160
558, Short or long,0
558, After 2004,0
559,Training date,1.07697E+12
559, Miles for training run,4
559, Training time,2004000
559, Shoe brand,0
559, Running pace per mile,501000
559, Short or long,1
559, After 2004,0
560,Training date,1.07732E+12
560, Miles for training run,10
560, Training time,5809980
560, Shoe brand,0
560, Running pace per mile,580980
560, Short or long,0
560, After 2004,0
561,Training date,1.0774E+12
561, Miles for training run,5
561, Training time,2437980
561, Shoe brand,0
561, Running pace per mile,487620
561, Short or long,1
561, After 2004,0
562,Training date,1.07749E+12
562, Miles for training run,7
562, Training time,3462000
562, Shoe brand,0
562, Running pace per mile,494580
562, Short or long,0
562, After 2004,0
563,Training date,1.0781E+12
563, Miles for training run,7
563, Training time,3900000
563, Shoe brand,0
563, Running pace per mile,557160
563, Short or long,0
563, After 2004,0
564,Training date,1.0781E+12
564, Miles for training run,18
564, Training time,9913980
564, Shoe brand,0
564, Running pace per mile,550800
564, Short or long,0
564, After 2004,0
565,Training date,1.07827E+12
565, Miles for training run,7
565, Training time,3709980
565, Shoe brand,0
565, Running pace per mile,529980
565, Short or long,0
565, After 2004,0
566,Training date,1.07896E+12
566, Miles for training run,8
566, Training time,4266000
566, Shoe brand,0
566, Running pace per mile,533280
566, Short or long,0
566, After 2004,0
567,Training date,1.07905E+12
567, Miles for training run,6
567, Training time,3202020
567, Shoe brand,0
567, Running pace per mile,533640
567, Short or long,0
567, After 2004,0
568,Training date,1.07913E+12
568, Miles for training run,8
568, Training time,4215000
568, Shoe brand,0
568, Running pace per mile,526860
568, Short or long,0
568, After 2004,0
569,Training date,1.07922E+12
569, Miles for training run,5
569, Training time,2605980
569, Shoe brand,0
569, Running pace per mile,521220
569, Short or long,1
569, After 2004,0
570,Training date,1.07956E+12
570, Miles for training run,10
570, Training time,5029020
570, Shoe brand,0
570, Running pace per mile,502920
570, Short or long,0
570, After 2004,0
571,Training date,1.07965E+12
571, Miles for training run,6.2
571, Training time,3297000
571, Shoe brand,0
571, Running pace per mile,531780
571, Short or long,0
571, After 2004,0
572,Training date,1.07974E+12
572, Miles for training run,6.2
572, Training time,3088020
572, Shoe brand,0
572, Running pace per mile,498060
572, Short or long,0
572, After 2004,0
573,Training date,1.07982E+12
573, Miles for training run,5
573, Training time,2509980
573, Shoe brand,0
573, Running pace per mile,502020
573, Short or long,1
573, After 2004,0
574,Training date,1.07991E+12
574, Miles for training run,12.4
574, Training time,7080000
574, Shoe brand,0
574, Running pace per mile,570960
574, Short or long,0
574, After 2004,0
575,Training date,1.08008E+12
575, Miles for training run,7
575, Training time,3591000
575, Shoe brand,0
575, Running pace per mile,513000
575, Short or long,0
575, After 2004,0
576,Training date,1.08017E+12
576, Miles for training run,12
576, Training time,6387000
576, Shoe brand,0
576, Running pace per mile,532260
576, Short or long,0
576, After 2004,0
577,Training date,1.08026E+12
577, Miles for training run,6
577, Training time,3058980
577, Shoe brand,0
577, Running pace per mile,509820
577, Short or long,0
577, After 2004,0
578,Training date,1.08034E+12
578, Miles for training run,8
578, Training time,3934020
578, Shoe brand,0
578, Running pace per mile,491760
578, Short or long,0
578, After 2004,0
579,Training date,1.08051E+12
579, Miles for training run,22
579, Training time,12417000
579, Shoe brand,0
579, Running pace per mile,564420
579, Short or long,0
579, After 2004,0
580,Training date,1.08086E+12
580, Miles for training run,7
580, Training time,3472020
580, Shoe brand,0
580, Running pace per mile,496020
580, Short or long,0
580, After 2004,0
581,Training date,1.08094E+12
581, Miles for training run,10
581, Training time,5044020
581, Shoe brand,0
581, Running pace per mile,504420
581, Short or long,0
581, After 2004,0
582,Training date,1.08103E+12
582, Miles for training run,6
582, Training time,3043020
582, Shoe brand,0
582, Running pace per mile,507180
582, Short or long,0
582, After 2004,0
583,Training date,1.0812E+12
583, Miles for training run,5
583, Training time,2415000
583, Shoe brand,0
583, Running pace per mile,483000
583, Short or long,1
583, After 2004,0
584,Training date,1.08129E+12
584, Miles for training run,16
584, Training time,8482980
584, Shoe brand,0
584, Running pace per mile,530160
584, Short or long,0
584, After 2004,0
585,Training date,1.08146E+12
585, Miles for training run,7
585, Training time,3357000
585, Shoe brand,0
585, Running pace per mile,479580
585, Short or long,0
585, After 2004,0
586,Training date,1.08155E+12
586, Miles for training run,12
586, Training time,6166980
586, Shoe brand,0
586, Running pace per mile,513900
586, Short or long,0
586, After 2004,0
587,Training date,1.08172E+12
587, Miles for training run,8
587, Training time,3874020
587, Shoe brand,0
587, Running pace per mile,484260
587, Short or long,0
587, After 2004,0
588,Training date,1.08181E+12
588, Miles for training run,5
588, Training time,2362020
588, Shoe brand,0
588, Running pace per mile,472380
588, Short or long,1
588, After 2004,0
589,Training date,1.08189E+12
589, Miles for training run,24
589, Training time,13278000
589, Shoe brand,0
589, Running pace per mile,553260
589, Short or long,0
589, After 2004,0
590,Training date,1.08207E+12
590, Miles for training run,7
590, Training time,3333000
590, Shoe brand,0
590, Running pace per mile,476160
590, Short or long,0
590, After 2004,0
591,Training date,1.08215E+12
591, Miles for training run,10
591, Training time,4987020
591, Shoe brand,0
591, Running pace per mile,498720
591, Short or long,0
591, After 2004,0
592,Training date,1.08233E+12
592, Miles for training run,8
592, Training time,3676980
592, Shoe brand,0
592, Running pace per mile,459600
592, Short or long,0
592, After 2004,0
593,Training date,1.08241E+12
593, Miles for training run,5
593, Training time,2356020
593, Shoe brand,0
593, Running pace per mile,471180
593, Short or long,1
593, After 2004,0
594,Training date,1.0825E+12
594, Miles for training run,16
594, Training time,8700000
594, Shoe brand,0
594, Running pace per mile,543780
594, Short or long,0
594, After 2004,0
595,Training date,1.08267E+12
595, Miles for training run,7
595, Training time,3310980
595, Shoe brand,0
595, Running pace per mile,472980
595, Short or long,0
595, After 2004,0
596,Training date,1.08276E+12
596, Miles for training run,13
596, Training time,6544980
596, Shoe brand,0
596, Running pace per mile,503460
596, Short or long,0
596, After 2004,0
597,Training date,1.08284E+12
597, Miles for training run,6
597, Training time,2920020
597, Shoe brand,0
597, Running pace per mile,486660
597, Short or long,0
597, After 2004,0
598,Training date,1.08293E+12
598, Miles for training run,8
598, Training time,3703020
598, Shoe brand,0
598, Running pace per mile,462900
598, Short or long,0
598, After 2004,0
599,Training date,1.08302E+12
599, Miles for training run,5
599, Training time,2350980
599, Shoe brand,0
599, Running pace per mile,470220
599, Short or long,1
599, After 2004,0
600,Training date,1.0831E+12
600, Miles for training run,25
600, Training time,13572000
600, Shoe brand,0
600, Running pace per mile,542880
600, Short or long,0
600, After 2004,0
601,Training date,1.08328E+12
601, Miles for training run,7
601, Training time,3285000
601, Shoe brand,0
601, Running pace per mile,469260
601, Short or long,0
601, After 2004,0
602,Training date,1.08336E+12
602, Miles for training run,10
602, Training time,4945020
602, Shoe brand,0
602, Running pace per mile,494520
602, Short or long,0
602, After 2004,0
603,Training date,1.08336E+12
603, Miles for training run,6
603, Training time,2857980
603, Shoe brand,0
603, Running pace per mile,476340
603, Short or long,0
603, After 2004,0
604,Training date,1.08345E+12
604, Miles for training run,5
604, Training time,2347980
604, Shoe brand,0
604, Running pace per mile,469620
604, Short or long,1
604, After 2004,0
605,Training date,1.08354E+12
605, Miles for training run,13.1
605, Training time,5940000
605, Shoe brand,0
605, Running pace per mile,453420
605, Short or long,0
605, After 2004,0
606,Training date,1.08362E+12
606, Miles for training run,8
606, Training time,3943980
606, Shoe brand,0
606, Running pace per mile,493020
606, Short or long,0
606, After 2004,0
607,Training date,1.08379E+12
607, Miles for training run,6
607, Training time,2743980
607, Shoe brand,0
607, Running pace per mile,457320
607, Short or long,0
607, After 2004,0
608,Training date,1.08388E+12
608, Miles for training run,9
608, Training time,4333020
608, Shoe brand,0
608, Running pace per mile,481440
608, Short or long,0
608, After 2004,0
609,Training date,1.08397E+12
609, Miles for training run,5
609, Training time,2209020
609, Shoe brand,0
609, Running pace per mile,441780
609, Short or long,1
609, After 2004,0
610,Training date,1.08414E+12
610, Miles for training run,7
610, Training time,3249000
610, Shoe brand,0
610, Running pace per mile,464160
610, Short or long,0
610, After 2004,0
611,Training date,1.08423E+12
611, Miles for training run,12
611, Training time,6037020
611, Shoe brand,0
611, Running pace per mile,503100
611, Short or long,0
611, After 2004,0
612,Training date,1.0844E+12
612, Miles for training run,5
612, Training time,2329020
612, Shoe brand,0
612, Running pace per mile,465780
612, Short or long,1
612, After 2004,0
613,Training date,1.08449E+12
613, Miles for training run,8
613, Training time,3555000
613, Shoe brand,0
613, Running pace per mile,444360
613, Short or long,0
613, After 2004,0
614,Training date,1.08457E+12
614, Miles for training run,4
614, Training time,1807020
614, Shoe brand,0
614, Running pace per mile,451740
614, Short or long,1
614, After 2004,0
615,Training date,1.08492E+12
615, Miles for training run,26.2
615, Training time,13864020
615, Shoe brand,0
615, Running pace per mile,529140
615, Short or long,0
615, After 2004,0
616,Training date,1.08535E+12
616, Miles for training run,4
616, Training time,2040000
616, Shoe brand,0
616, Running pace per mile,510000
616, Short or long,1
616, After 2004,0
617,Training date,1.0857E+12
617, Miles for training run,8
617, Training time,3781980
617, Shoe brand,0
617, Running pace per mile,472740
617, Short or long,0
617, After 2004,0
618,Training date,1.08578E+12
618, Miles for training run,5
618, Training time,2299980
618, Shoe brand,0
618, Running pace per mile,460020
618, Short or long,1
618, After 2004,0
619,Training date,1.08604E+12
619, Miles for training run,6
619, Training time,2818980
619, Shoe brand,0
619, Running pace per mile,469860
619, Short or long,0
619, After 2004,0
620,Training date,1.08621E+12
620, Miles for training run,10
620, Training time,4657980
620, Shoe brand,0
620, Running pace per mile,465780
620, Short or long,0
620, After 2004,0
621,Training date,1.0863E+12
621, Miles for training run,5
621, Training time,2301000
621, Shoe brand,0
621, Running pace per mile,460200
621, Short or long,1
621, After 2004,0
622,Training date,1.08639E+12
622, Miles for training run,8
622, Training time,3835020
622, Shoe brand,0
622, Running pace per mile,479400
622, Short or long,0
622, After 2004,0
623,Training date,1.08647E+12
623, Miles for training run,5
623, Training time,2412000
623, Shoe brand,0
623, Running pace per mile,482400
623, Short or long,1
623, After 2004,0
624,Training date,1.08665E+12
624, Miles for training run,5
624, Training time,2295000
624, Shoe brand,0
624, Running pace per mile,459000
624, Short or long,1
624, After 2004,0
625,Training date,1.08699E+12
625, Miles for training run,8
625, Training time,3921000
625, Shoe brand,0
625, Running pace per mile,490140
625, Short or long,0
625, After 2004,0
626,Training date,1.08708E+12
626, Miles for training run,5
626, Training time,2322000
626, Shoe brand,0
626, Running pace per mile,464400
626, Short or long,1
626, After 2004,0
627,Training date,1.08716E+12
627, Miles for training run,7
627, Training time,3226020
627, Shoe brand,0
627, Running pace per mile,460860
627, Short or long,0
627, After 2004,0
628,Training date,1.08734E+12
628, Miles for training run,12
628, Training time,5860980
628, Shoe brand,0
628, Running pace per mile,488400
628, Short or long,0
628, After 2004,0
629,Training date,1.08751E+12
629, Miles for training run,6
629, Training time,2821020
629, Shoe brand,0
629, Running pace per mile,470160
629, Short or long,0
629, After 2004,0
630,Training date,1.0876E+12
630, Miles for training run,8
630, Training time,3895020
630, Shoe brand,0
630, Running pace per mile,486900
630, Short or long,0
630, After 2004,0
631,Training date,1.08768E+12
631, Miles for training run,4
631, Training time,1879020
631, Shoe brand,0
631, Running pace per mile,469740
631, Short or long,1
631, After 2004,0
632,Training date,1.08777E+12
632, Miles for training run,7
632, Training time,3280980
632, Shoe brand,0
632, Running pace per mile,468720
632, Short or long,0
632, After 2004,0
633,Training date,1.08786E+12
633, Miles for training run,4
633, Training time,1912020
633, Shoe brand,0
633, Running pace per mile,478020
633, Short or long,1
633, After 2004,0
634,Training date,1.08803E+12
634, Miles for training run,12
634, Training time,5962980
634, Shoe brand,0
634, Running pace per mile,496920
634, Short or long,0
634, After 2004,0
635,Training date,1.0882E+12
635, Miles for training run,8
635, Training time,3769980
635, Shoe brand,0
635, Running pace per mile,471240
635, Short or long,0
635, After 2004,0
636,Training date,1.08829E+12
636, Miles for training run,5
636, Training time,2334000
636, Shoe brand,0
636, Running pace per mile,466800
636, Short or long,1
636, After 2004,0
637,Training date,1.08837E+12
637, Miles for training run,7
637, Training time,3358980
637, Shoe brand,0
637, Running pace per mile,479880
637, Short or long,0
637, After 2004,0
638,Training date,1.08855E+12
638, Miles for training run,4
638, Training time,1870020
638, Shoe brand,0
638, Running pace per mile,467520
638, Short or long,1
638, After 2004,0
639,Training date,1.08863E+12
639, Miles for training run,8
639, Training time,3861000
639, Shoe brand,0
639, Running pace per mile,482640
639, Short or long,0
639, After 2004,0
640,Training date,1.08863E+12
640, Miles for training run,6
640, Training time,2794980
640, Shoe brand,0
640, Running pace per mile,465840
640, Short or long,0
640, After 2004,0
641,Training date,1.08881E+12
641, Miles for training run,6
641, Training time,2884020
641, Shoe brand,0
641, Running pace per mile,480660
641, Short or long,0
641, After 2004,0
642,Training date,1.08889E+12
642, Miles for training run,7
642, Training time,3277980
642, Shoe brand,0
642, Running pace per mile,468300
642, Short or long,0
642, After 2004,0
643,Training date,1.08898E+12
643, Miles for training run,4
643, Training time,1849980
643, Shoe brand,0
643, Running pace per mile,462480
643, Short or long,1
643, After 2004,0
644,Training date,1.08906E+12
644, Miles for training run,12
644, Training time,5935980
644, Shoe brand,0
644, Running pace per mile,494640
644, Short or long,0
644, After 2004,0
645,Training date,1.08924E+12
645, Miles for training run,6
645, Training time,2815980
645, Shoe brand,0
645, Running pace per mile,469320
645, Short or long,0
645, After 2004,0
646,Training date,1.08932E+12
646, Miles for training run,8
646, Training time,3822000
646, Shoe brand,0
646, Running pace per mile,477780
646, Short or long,0
646, After 2004,0
647,Training date,1.08941E+12
647, Miles for training run,7.5
647, Training time,3750000
647, Shoe brand,0
647, Running pace per mile,499980
647, Short or long,0
647, After 2004,0
648,Training date,1.0895E+12
648, Miles for training run,6
648, Training time,2908980
648, Shoe brand,0
648, Running pace per mile,484860
648, Short or long,0
648, After 2004,0
649,Training date,1.08958E+12
649, Miles for training run,6
649, Training time,3078000
649, Shoe brand,0
649, Running pace per mile,513000
649, Short or long,0
649, After 2004,0
650,Training date,1.08967E+12
650, Miles for training run,10
650, Training time,5019000
650, Shoe brand,0
650, Running pace per mile,501900
650, Short or long,0
650, After 2004,0
651,Training date,1.08984E+12
651, Miles for training run,6
651, Training time,2784000
651, Shoe brand,0
651, Running pace per mile,463980
651, Short or long,0
651, After 2004,0
652,Training date,1.08993E+12
652, Miles for training run,7.5
652, Training time,3604980
652, Shoe brand,0
652, Running pace per mile,480660
652, Short or long,0
652, After 2004,0
653,Training date,1.09002E+12
653, Miles for training run,6
653, Training time,2887980
653, Shoe brand,0
653, Running pace per mile,481320
653, Short or long,0
653, After 2004,0
654,Training date,1.0901E+12
654, Miles for training run,7.8
654, Training time,3573000
654, Shoe brand,0
654, Running pace per mile,458100
654, Short or long,0
654, After 2004,0
655,Training date,1.09019E+12
655, Miles for training run,6
655, Training time,2940000
655, Shoe brand,0
655, Running pace per mile,490020
655, Short or long,0
655, After 2004,0
656,Training date,1.09027E+12
656, Miles for training run,12
656, Training time,5632020
656, Shoe brand,0
656, Running pace per mile,469320
656, Short or long,0
656, After 2004,0
657,Training date,1.09045E+12
657, Miles for training run,6.2
657, Training time,3000000
657, Shoe brand,0
657, Running pace per mile,483900
657, Short or long,0
657, After 2004,0
658,Training date,1.09053E+12
658, Miles for training run,6.4
658, Training time,3271980
658, Shoe brand,0
658, Running pace per mile,511260
658, Short or long,0
658, After 2004,0
659,Training date,1.09062E+12
659, Miles for training run,6.2
659, Training time,2977980
659, Shoe brand,0
659, Running pace per mile,480300
659, Short or long,0
659, After 2004,0
660,Training date,1.09071E+12
660, Miles for training run,8
660, Training time,3951000
660, Shoe brand,0
660, Running pace per mile,493860
660, Short or long,0
660, After 2004,0
661,Training date,1.09105E+12
661, Miles for training run,5
661, Training time,2332980
661, Shoe brand,0
661, Running pace per mile,466620
661, Short or long,1
661, After 2004,0
662,Training date,1.09114E+12
662, Miles for training run,5
662, Training time,2322000
662, Shoe brand,0
662, Running pace per mile,464400
662, Short or long,1
662, After 2004,0
663,Training date,1.0914E+12
663, Miles for training run,6
663, Training time,2953020
663, Shoe brand,0
663, Running pace per mile,492180
663, Short or long,0
663, After 2004,0
664,Training date,1.09148E+12
664, Miles for training run,5
664, Training time,2277000
664, Shoe brand,0
664, Running pace per mile,455400
664, Short or long,1
664, After 2004,0
665,Training date,1.09157E+12
665, Miles for training run,12
665, Training time,6126000
665, Shoe brand,0
665, Running pace per mile,510480
665, Short or long,0
665, After 2004,0
666,Training date,1.09174E+12
666, Miles for training run,6
666, Training time,2764020
666, Shoe brand,0
666, Running pace per mile,460680
666, Short or long,0
666, After 2004,0
667,Training date,1.09183E+12
667, Miles for training run,9
667, Training time,4345980
667, Shoe brand,0
667, Running pace per mile,482880
667, Short or long,0
667, After 2004,0
668,Training date,1.09192E+12
668, Miles for training run,4
668, Training time,1851000
668, Shoe brand,0
668, Running pace per mile,462780
668, Short or long,1
668, After 2004,0
669,Training date,1.092E+12
669, Miles for training run,6
669, Training time,2776020
669, Shoe brand,0
669, Running pace per mile,462660
669, Short or long,0
669, After 2004,0
670,Training date,1.09209E+12
670, Miles for training run,3.7
670, Training time,1765980
670, Shoe brand,0
670, Running pace per mile,477300
670, Short or long,1
670, After 2004,0
671,Training date,1.09218E+12
671, Miles for training run,14
671, Training time,6955980
671, Shoe brand,0
671, Running pace per mile,496860
671, Short or long,0
671, After 2004,0
672,Training date,1.09235E+12
672, Miles for training run,6
672, Training time,2785020
672, Shoe brand,0
672, Running pace per mile,464160
672, Short or long,0
672, After 2004,0
673,Training date,1.09243E+12
673, Miles for training run,8
673, Training time,3765000
673, Shoe brand,0
673, Running pace per mile,470640
673, Short or long,0
673, After 2004,0
674,Training date,1.09252E+12
674, Miles for training run,5
674, Training time,2304000
674, Shoe brand,0
674, Running pace per mile,460800
674, Short or long,1
674, After 2004,0
675,Training date,1.09261E+12
675, Miles for training run,7
675, Training time,3430020
675, Shoe brand,0
675, Running pace per mile,490020
675, Short or long,0
675, After 2004,0
676,Training date,1.09287E+12
676, Miles for training run,16
676, Training time,7708020
676, Shoe brand,0
676, Running pace per mile,481740
676, Short or long,0
676, After 2004,0
677,Training date,1.09295E+12
677, Miles for training run,7
677, Training time,3348000
677, Shoe brand,0
677, Running pace per mile,478260
677, Short or long,0
677, After 2004,0
678,Training date,1.09304E+12
678, Miles for training run,8
678, Training time,3856020
678, Shoe brand,0
678, Running pace per mile,481980
678, Short or long,0
678, After 2004,0
679,Training date,1.09313E+12
679, Miles for training run,5
679, Training time,2332020
679, Shoe brand,0
679, Running pace per mile,466380
679, Short or long,1
679, After 2004,0
680,Training date,1.09321E+12
680, Miles for training run,7
680, Training time,3217980
680, Shoe brand,0
680, Running pace per mile,459720
680, Short or long,0
680, After 2004,0
681,Training date,1.0933E+12
681, Miles for training run,4
681, Training time,1861020
681, Shoe brand,0
681, Running pace per mile,465240
681, Short or long,1
681, After 2004,0
682,Training date,1.09338E+12
682, Miles for training run,12
682, Training time,5814000
682, Shoe brand,0
682, Running pace per mile,484500
682, Short or long,0
682, After 2004,0
683,Training date,1.09356E+12
683, Miles for training run,7
683, Training time,3367980
683, Shoe brand,0
683, Running pace per mile,481140
683, Short or long,0
683, After 2004,0
684,Training date,1.09364E+12
684, Miles for training run,8.5
684, Training time,3940980
684, Shoe brand,0
684, Running pace per mile,463620
684, Short or long,0
684, After 2004,0
685,Training date,1.09373E+12
685, Miles for training run,2.25
685, Training time,1081980
685, Shoe brand,0
685, Running pace per mile,480900
685, Short or long,1
685, After 2004,0
686,Training date,1.09382E+12
686, Miles for training run,7
686, Training time,3301020
686, Shoe brand,0
686, Running pace per mile,471600
686, Short or long,0
686, After 2004,0
687,Training date,1.0939E+12
687, Miles for training run,5
687, Training time,2343000
687, Shoe brand,0
687, Running pace per mile,468600
687, Short or long,1
687, After 2004,0
688,Training date,1.09399E+12
688, Miles for training run,18
688, Training time,9145020
688, Shoe brand,0
688, Running pace per mile,508080
688, Short or long,0
688, After 2004,0
689,Training date,1.09416E+12
689, Miles for training run,7
689, Training time,3402000
689, Shoe brand,0
689, Running pace per mile,486000
689, Short or long,0
689, After 2004,0
690,Training date,1.09425E+12
690, Miles for training run,10
690, Training time,4899000
690, Shoe brand,0
690, Running pace per mile,489900
690, Short or long,0
690, After 2004,0
691,Training date,1.09434E+12
691, Miles for training run,6
691, Training time,2812020
691, Shoe brand,0
691, Running pace per mile,468660
691, Short or long,0
691, After 2004,0
692,Training date,1.09442E+12
692, Miles for training run,8
692, Training time,3640980
692, Shoe brand,0
692, Running pace per mile,455100
692, Short or long,0
692, After 2004,0
693,Training date,1.09451E+12
693, Miles for training run,5
693, Training time,2347020
693, Shoe brand,0
693, Running pace per mile,469380
693, Short or long,1
693, After 2004,0
694,Training date,1.09459E+12
694, Miles for training run,14
694, Training time,6844020
694, Shoe brand,0
694, Running pace per mile,488880
694, Short or long,0
694, After 2004,0
695,Training date,1.09477E+12
695, Miles for training run,7
695, Training time,3390000
695, Shoe brand,0
695, Running pace per mile,484260
695, Short or long,0
695, After 2004,0
696,Training date,1.09485E+12
696, Miles for training run,13
696, Training time,6400980
696, Shoe brand,0
696, Running pace per mile,492360
696, Short or long,0
696, After 2004,0
697,Training date,1.09494E+12
697, Miles for training run,6
697, Training time,2803980
697, Shoe brand,0
697, Running pace per mile,467340
697, Short or long,0
697, After 2004,0
698,Training date,1.09511E+12
698, Miles for training run,8
698, Training time,3705000
698, Shoe brand,0
698, Running pace per mile,463140
698, Short or long,0
698, After 2004,0
699,Training date,1.0952E+12
699, Miles for training run,20
699, Training time,10300980
699, Shoe brand,0
699, Running pace per mile,515040
699, Short or long,0
699, After 2004,0
700,Training date,1.09537E+12
700, Miles for training run,7
700, Training time,3226980
700, Shoe brand,0
700, Running pace per mile,460980
700, Short or long,0
700, After 2004,0
701,Training date,1.09546E+12
701, Miles for training run,10
701, Training time,5007000
701, Shoe brand,0
701, Running pace per mile,500700
701, Short or long,0
701, After 2004,0
702,Training date,1.09554E+12
702, Miles for training run,6
702, Training time,2967000
702, Shoe brand,0
702, Running pace per mile,494520
702, Short or long,0
702, After 2004,0
703,Training date,1.09563E+12
703, Miles for training run,8
703, Training time,3804000
703, Shoe brand,0
703, Running pace per mile,475500
703, Short or long,0
703, After 2004,0
704,Training date,1.09572E+12
704, Miles for training run,5.1
704, Training time,2374980
704, Shoe brand,0
704, Running pace per mile,465660
704, Short or long,0
704, After 2004,0
705,Training date,1.0958E+12
705, Miles for training run,14
705, Training time,6757980
705, Shoe brand,0
705, Running pace per mile,482700
705, Short or long,0
705, After 2004,0
706,Training date,1.09598E+12
706, Miles for training run,7
706, Training time,3274980
706, Shoe brand,0
706, Running pace per mile,467880
706, Short or long,0
706, After 2004,0
707,Training date,1.09606E+12
707, Miles for training run,12
707, Training time,5878020
707, Shoe brand,0
707, Running pace per mile,489840
707, Short or long,0
707, After 2004,0
708,Training date,1.09624E+12
708, Miles for training run,8
708, Training time,3877980
708, Shoe brand,0
708, Running pace per mile,484740
708, Short or long,0
708, After 2004,0
709,Training date,1.09632E+12
709, Miles for training run,5
709, Training time,2362980
709, Shoe brand,0
709, Running pace per mile,472620
709, Short or long,1
709, After 2004,0
710,Training date,1.09641E+12
710, Miles for training run,16
710, Training time,8622000
710, Shoe brand,0
710, Running pace per mile,538860
710, Short or long,0
710, After 2004,0
711,Training date,1.09658E+12
711, Miles for training run,7
711, Training time,3309000
711, Shoe brand,0
711, Running pace per mile,472740
711, Short or long,0
711, After 2004,0
712,Training date,1.09658E+12
712, Miles for training run,10
712, Training time,4747020
712, Shoe brand,0
712, Running pace per mile,474720
712, Short or long,0
712, After 2004,0
713,Training date,1.09675E+12
713, Miles for training run,8
713, Training time,3724020
713, Shoe brand,0
713, Running pace per mile,465480
713, Short or long,0
713, After 2004,0
714,Training date,1.09684E+12
714, Miles for training run,5
714, Training time,2497020
714, Shoe brand,0
714, Running pace per mile,499380
714, Short or long,1
714, After 2004,0
715,Training date,1.09693E+12
715, Miles for training run,14.4
715, Training time,7558980
715, Shoe brand,0
715, Running pace per mile,524940
715, Short or long,0
715, After 2004,0
716,Training date,1.0971E+12
716, Miles for training run,7
716, Training time,3202980
716, Shoe brand,0
716, Running pace per mile,457560
716, Short or long,0
716, After 2004,0
717,Training date,1.09719E+12
717, Miles for training run,12
717, Training time,6286020
717, Shoe brand,0
717, Running pace per mile,523860
717, Short or long,0
717, After 2004,0
718,Training date,1.09736E+12
718, Miles for training run,8
718, Training time,3741000
718, Shoe brand,0
718, Running pace per mile,467640
718, Short or long,0
718, After 2004,0
719,Training date,1.09745E+12
719, Miles for training run,5
719, Training time,2365020
719, Shoe brand,0
719, Running pace per mile,472980
719, Short or long,1
719, After 2004,0
720,Training date,1.09753E+12
720, Miles for training run,24
720, Training time,12739020
720, Shoe brand,0
720, Running pace per mile,530820
720, Short or long,0
720, After 2004,0
721,Training date,1.0977E+12
721, Miles for training run,7
721, Training time,3307980
721, Shoe brand,0
721, Running pace per mile,472560
721, Short or long,0
721, After 2004,0
722,Training date,1.09788E+12
722, Miles for training run,6
722, Training time,3097020
722, Shoe brand,0
722, Running pace per mile,516180
722, Short or long,0
722, After 2004,0
723,Training date,1.09796E+12
723, Miles for training run,8
723, Training time,3733020
723, Shoe brand,0
723, Running pace per mile,466620
723, Short or long,0
723, After 2004,0
724,Training date,1.09805E+12
724, Miles for training run,5
724, Training time,2290980
724, Shoe brand,0
724, Running pace per mile,458220
724, Short or long,1
724, After 2004,0
725,Training date,1.09814E+12
725, Miles for training run,16
725, Training time,8131980
725, Shoe brand,0
725, Running pace per mile,508260
725, Short or long,0
725, After 2004,0
726,Training date,1.09831E+12
726, Miles for training run,7
726, Training time,3205980
726, Shoe brand,0
726, Running pace per mile,457980
726, Short or long,0
726, After 2004,0
727,Training date,1.0984E+12
727, Miles for training run,12
727, Training time,6373980
727, Shoe brand,0
727, Running pace per mile,531180
727, Short or long,0
727, After 2004,0
728,Training date,1.09857E+12
728, Miles for training run,7
728, Training time,3270000
728, Shoe brand,0
728, Running pace per mile,467160
728, Short or long,0
728, After 2004,0
729,Training date,1.09866E+12
729, Miles for training run,6
729, Training time,2850000
729, Shoe brand,0
729, Running pace per mile,475020
729, Short or long,0
729, After 2004,0
730,Training date,1.09874E+12
730, Miles for training run,26
730, Training time,14011980
730, Shoe brand,0
730, Running pace per mile,538920
730, Short or long,0
730, After 2004,0
731,Training date,1.09891E+12
731, Miles for training run,7
731, Training time,3346980
731, Shoe brand,0
731, Running pace per mile,478140
731, Short or long,0
731, After 2004,0
732,Training date,1.099E+12
732, Miles for training run,10
732, Training time,4915980
732, Shoe brand,0
732, Running pace per mile,491580
732, Short or long,0
732, After 2004,0
733,Training date,1.09909E+12
733, Miles for training run,4
733, Training time,1912980
733, Shoe brand,0
733, Running pace per mile,478260
733, Short or long,1
733, After 2004,0
734,Training date,1.09926E+12
734, Miles for training run,8
734, Training time,3706980
734, Shoe brand,0
734, Running pace per mile,463380
734, Short or long,0
734, After 2004,0
735,Training date,1.09935E+12
735, Miles for training run,5
735, Training time,2400000
735, Shoe brand,0
735, Running pace per mile,480000
735, Short or long,1
735, After 2004,0
736,Training date,1.09961E+12
736, Miles for training run,6
736, Training time,2764020
736, Shoe brand,0
