date,value
8/30/2005,19395
8/31/2005,19505
9/1/2005,19891
9/2/2005,19993
9/3/2005,16654
9/4/2005,15963
9/5/2005,19096
9/6/2005,19763
9/7/2005,19350
9/8/2005,19712
9/9/2005,19749
9/10/2005,16549
9/11/2005,18617
9/12/2005,19632
9/13/2005,19198
9/14/2005,19145
9/15/2005,19376
9/16/2005,19616
9/17/2005,16355
9/18/2005,18690
9/19/2005,19495
9/20/2005,18897
9/21/2005,19179
9/22/2005,19187
9/23/2005,18277
9/24/2005,15129
9/25/2005,18086
9/26/2005,19514
9/27/2005,19133
9/28/2005,19219
9/29/2005,19545
9/30/2005,19711
10/1/2005,16325
10/2/2005,18584
10/3/2005,19620
10/4/2005,19173
10/5/2005,19446
10/6/2005,19670
10/7/2005,19594
10/8/2005,16525
10/9/2005,18804
10/10/2005,19321
10/11/2005,19123
10/12/2005,19096
10/13/2005,19415
10/14/2005,19544
10/15/2005,16531
10/16/2005,18782
10/17/2005,19688
10/18/2005,19258
10/19/2005,19646
10/20/2005,19800
10/21/2005,19834
10/22/2005,16554
10/23/2005,18679
10/24/2005,18527
10/25/2005,18129
10/26/2005,19035
10/27/2005,19582
10/28/2005,19655
10/29/2005,16482
10/30/2005,18661
10/31/2005,19154
11/1/2005,18961
11/2/2005,19434
11/3/2005,19745
11/4/2005,19753
11/5/2005,16290
11/6/2005,18484
11/7/2005,19615
11/8/2005,18979
11/9/2005,19361
11/10/2005,19600
11/11/2005,19651
11/12/2005,16324
11/13/2005,18607
11/14/2005,19597
11/15/2005,18392
11/16/2005,19081
11/17/2005,19791
11/18/2005,19851
11/19/2005,16343
11/20/2005,18619
11/21/2005,19364
11/22/2005,19577
11/23/2005,19918
11/24/2005,14554
11/25/2005,16286
11/26/2005,17032
11/27/2005,19260
11/28/2005,19706
11/29/2005,19236
11/30/2005,19141
12/1/2005,18960
12/2/2005,19075
12/3/2005,15528
12/4/2005,17785
12/5/2005,18757
12/6/2005,18005
12/7/2005,17721
12/8/2005,17980
12/9/2005,17885
12/10/2005,15335
12/11/2005,17909
12/12/2005,18926
12/13/2005,18232
12/14/2005,17677
12/15/2005,18520
12/16/2005,19176
12/17/2005,16249
12/18/2005,18184
12/19/2005,19185
12/20/2005,18862
12/21/2005,19239
12/22/2005,19374
12/23/2005,19376
12/24/2005,15667
12/25/2005,16441
12/26/2005,19197
12/27/2005,19146
12/28/2005,19136
12/29/2005,19193
12/30/2005,19164
12/31/2005,15708
