pol,char
0.8606,Iroh
0.6467,Iroh
-0.7257,Iroh
0.8285,Iroh
0.3138,Iroh
0,Iroh
0.717,Iroh
0.4019,Iroh
0.8042,Iroh
0.7096,Iroh
0.6632,Iroh
0.7096,Iroh
0,Iroh
0,Iroh
0.4939,Iroh
0,Iroh
0,Iroh
0.6258,Iroh
0,Iroh
0,Iroh
0.4939,Iroh
-0.1027,Iroh
0.3164,Iroh
0.3612,Iroh
0,Iroh
0.8398,Iroh
0.5994,Iroh
0,Iroh
0.659,Iroh
0,Iroh
0.8047,Iroh
0.3802,Iroh
-0.6228,Iroh
0,Iroh
-0.7186,Iroh
0.4939,Iroh
0.7644,Iroh
0,Iroh
0,Iroh
0,Iroh
0,Iroh
0.3612,Iroh
-0.593,Iroh
0.5267,Iroh
0.6369,Iroh
0,Iroh
-0.6597,Iroh
0.5095,Iroh
0.7202,Iroh
0.6786,Iroh
0.836,Iroh
0,Iroh
0,Iroh
0,Iroh
-0.1779,Iroh
-0.7178,Iroh
0,Iroh
0.9314,Iroh
0.8511,Iroh
-0.1494,Iroh
0.6696,Iroh
0,Iroh
0,Iroh
0.765,Iroh
0.6239,Iroh
0,Iroh
0,Iroh
0.4215,Iroh
-0.128,Iroh
0.7472,Iroh
-0.7088,Iroh
0.2415,Iroh
0,Iroh
0,Iroh
-0.555,Iroh
0,Iroh
0.1511,Iroh
-0.0516,Iroh
0.5106,Iroh
0,Iroh
0.6486,Iroh
0.4019,Iroh
0.7489,Iroh
-0.8176,Iroh
0.6704,Iroh
0.049,Iroh
0,Iroh
0.7717,Iroh
0.6115,Iroh
0.7798,Iroh
0.4574,Iroh
0,Iroh
0,Iroh
0.6892,Iroh
0.5927,Iroh
0,Iroh
0,Iroh
0.1725,Iroh
0.3365,Iroh
0.4019,Iroh
0,Iroh
0.2732,Iroh
0.5927,Iroh
0.4019,Iroh
0,Iroh
0,Iroh
0.9422,Iroh
0.6808,Iroh
0.7003,Iroh
0.8316,Iroh
0,Iroh
0.4939,Iroh
0,Iroh
-0.296,Iroh
0,Iroh
-0.5789,Iroh
-0.296,Iroh
0.7346,Iroh
0.235,Iroh
-0.2057,Iroh
0.7351,Iroh
0.3818,Iroh
0.2023,Iroh
0,Iroh
0.5994,Iroh
-0.4015,Iroh
0.823,Iroh
0,Iroh
-0.4614,Iroh
-0.9768,Iroh
0.5574,Iroh
0.8873,Iroh
0.128,Iroh
0.3182,Iroh
0.5764,Iroh
0,Iroh
0.34,Iroh
0.4939,Iroh
0,Iroh
0,Iroh
0.6346,Jee
-0.7772,Jee
0,Jee
0,Jee
-0.34,Jee
-0.4767,Jee
-0.0622,Jee
0,Jee
0.0772,Jee
0,Jeong Jeong
-0.765,Jeong Jeong
-0.4067,Jeong Jeong
0.5707,Jeong Jeong
-0.9545,Jeong Jeong
-0.6103,Jeong Jeong
0.6597,Jeong Jeong
0.7494,Jeong Jeong
0.6219,Jeong Jeong
0.4753,Jeong Jeong
0,Jeong Jeong
-0.5574,Jeong Jeong
0,Jeong Jeong
0,Jeong Jeong
0,Jeong Jeong
-0.4015,Jeong Jeong
-0.3595,Jeong Jeong
-0.2263,Jeong Jeong
-0.9035,Jeong Jeong
-0.128,Jeong Jeong
-0.34,Jeong Jeong
-0.0772,Jeong Jeong
0,Jeong Jeong
-0.126,Jeong Jeong
0.9316,Jeong Jeong
-0.9643,Jeong Jeong
-0.1739,Jeong Jeong
-0.5423,Jeong Jeong
-0.4325,Jeong Jeong
0,Jeong Jeong
0,Jeong Jeong
0.6428,Jeong Jeong
0,Jet
0,Jet
0,Jet
0.6124,Jet
-0.3818,Jet
-0.6705,Jet
0.6249,Jet
0.4404,Jet
0,Jet
0,Jet
0,Jet
0,Jet
0,Jet
0.5899,Jet
0,Jet
-0.3415,Jet
0.5859,Jet
-0.5994,Jet
-0.6808,Jet
-0.7845,Jet
-0.1513,Jet
-0.6116,Jet
0.8858,Jet
0.4754,Jet
0.1027,Jet
0.3595,Jet
0,Jet
0.4019,Jet
0,Jet
0.4939,Jet
0,Jet
-0.5775,Jet
-0.3939,Jet
-0.4559,Jet
-0.8932,Jet
0,Jet
0,Jet
-0.4767,Jet
0,Jet
-0.0772,Jet
0,Jet
0.4522,Jet
-0.8201,Jet
0,Jet
0.2584,Jet
-0.34,Jet
0.6369,Jet
-0.34,Jet
-0.4717,Jet
-0.7193,Jet
0.2263,Jet
0.0762,Jet
0.8689,Jet
-0.4019,Jet
0.4767,Jet
0,Jet
0.5267,Jet
0,Jet
0,Jet
0.6688,Jet
0.2263,Jet
0.4404,Jet
0.4019,Jet
-0.5106,Jet
0.0772,Jet
0,Jet
0,Jet
0.0772,Jet
0,Jet
0.128,Jet
0,Jet
-0.1984,Jet
0,Jet
0.6124,Jet
0.6124,Jet
0.1376,Jet
0.8779,Jet
0.3612,Jet
0,Jet
0.1835,Jet
0.0258,Jet
0.8807,Jet
0,Jet
0.7579,Jet
0.4767,Jet
0,Jet
0,Jet
0.886,Jet
0.7906,Jet
0,Jet
0,Jet
0,Jet
0,Jet
0,Jet
0.8152,Jet
0,Jet
0.6239,Jet
-0.4176,Jet
-0.5399,Jet
0,Jet
0,Jet
0,Jet
-0.4404,Jet
0.5095,Jet
-0.4003,Jet
-0.4559,Jet
0.4427,Jet
0.2686,Jet
0.2892,Jet
0,Jet
0.4574,Jet
0.6065,Jet
0.4574,Jet
-0.6515,Jet
0,Jet
0,Jet
0,Jet
-0.4023,Jet
0,Jet
0,Jet
0.1511,Jet
-0.5067,Jet
0,Jet
0,Jet
-0.6892,Jet
0.4199,Jet
0,Jet
0,Jet
0,Jet
0,Jet
-0.1027,Jet
0.7506,Jet
-0.0772,Jet
0.4949,Jet
0.3612,Jin
0.7269,Jin
0.6249,Jin
0.7155,Jin
0.3612,Jin
0.7003,Jin
0.504,Jin
0,Jin
0,Jin
0,Jin
0.5106,Jin
0.8653,Jin
0,Jin
0.6531,Jin
0.5949,Jin
0.4404,Jin
-0.4767,Jin
0.9391,Joo Dee
0.8011,Joo Dee
0.4404,Joo Dee
-0.296,Joo Dee
0.82,Joo Dee
0.0772,Joo Dee
0,Joo Dee
-0.484,Joo Dee
0.3367,Joo Dee
0.1511,Joo Dee
-0.3595,Joo Dee
0,Joo Dee
0.5827,Joo Dee
0,Joo Dee
0.2871,Joo Dee
0,Joo Dee
0.6124,Joo Dee
-0.7177,Joo Dee
-0.1027,Joo Dee
-0.7424,Joo Dee
0,Joo Dee
0,Joo Dee
0,Joo Dee
0.5413,Joo Dee
0,Joo Dee
0,Joo Dee
-0.4754,Joo Dee
-0.2243,Joo Dee
0.7506,Joo Dee
0.3182,Joo Dee replacement
0.5719,Joo Dee replacement
0.4588,Joo Dees
0.6361,Joo Dees
0,June
0,June
0,June
-0.7394,June
0.6476,June
0,June
0,June
-0.3612,June
0,June
0,June
0,June
0,June
0.4753,June
0,June
0.25,June
0,June
0,June
0,June
0.6249,June
0,June
0.4215,June
-0.4023,June
0.4857,June
0,June
-0.296,June
-0.128,June
0,June
0.7096,June
-0.0258,Kanna
0,Kanna
-0.0276,Kanna
0.4215,Kanna
-0.6103,Kanna
0.34,Kanna
0.4404,Kanna
0,Kanna
0.882,Kanna
0.25,Kanna
0,Katara
0,Katara
0,Katara
0,Katara
-0.2481,Katara
0,Katara
0,Katara
-0.4522,Katara
-0.4199,Katara
-0.4753,Katara
-0.734,Katara
0,Katara
0,Katara
0.7081,Katara
-0.3595,Katara
0,Katara
0,Katara
0.3182,Katara
-0.6486,Katara
0,Katara
0.8264,Katara
-0.3094,Katara
0.6705,Katara
0,Katara
0,Katara
0.7269,Katara
0.6103,Katara
0,Katara
0,Katara
0.6239,Katara
0.2732,Katara
0,Katara
0.8669,Katara
-0.2263,Katara
0,Katara
0.4019,Katara
-0.296,Katara
0,Katara
0,Katara
0.2942,Katara
0,Katara
-0.8507,Katara
-0.8126,Katara
0,Katara
0.474,Katara
-0.636,Katara
0.3818,Katara
0,Katara
0,Katara
0,Katara
-0.5255,Katara
-0.34,Katara
0.7537,Katara
0.3802,Katara
0.3365,Katara
0,Katara
0,Katara
0,Katara
0.7177,Katara
0,Katara
0,Katara
-0.4184,Katara
0.7184,Katara
-0.1877,Katara
0,Katara
0,Katara
-0.4404,Katara
0,Katara
0.7717,Katara
0.6081,Katara
0,Katara
-0.4184,Katara
0,Katara
0,Katara
0.2942,Katara
0,Katara
0.7216,Katara
0,Katara
-0.8145,Katara
-0.34,Katara
0.3382,Katara
0.3182,Katara
0,Katara
0,Katara
0.1779,Katara
0,Katara
0.0772,Katara
-0.5574,Katara
0.296,Katara
0.6239,Katara
0.4215,Katara
-0.4767,Katara
-0.34,Katara
0,Katara
0,Katara
-0.7506,Katara
-0.1531,Katara
0,Katara
0.3919,Katara
0.4404,Katara
0,Katara
-0.34,Katara
0,Katara
0.4215,Katara
0,Katara
0,Katara
-0.296,Katara
0,Katara
0,Katara
0,Katara
0.453,Katara
-0.4168,Katara
0.4867,Katara
0.3612,Katara
0,Katara
0,Katara
0.6249,Katara
0.6588,Katara
0,Katara
0.6892,Katara
0,Katara
0,Katara
0.7269,Katara
-0.3595,Katara
-0.4767,Katara
0,Katara
0,Katara
-0.4617,Katara
0,Katara
0.2732,Katara
-0.3818,Katara
0,Katara
-0.5426,Katara
0.8481,Katara
0.7088,Katara
0,Katara
-0.5875,Katara
-0.0516,Katara
0,Katara
0.3612,Katara
-0.5204,Katara
-0.3612,Katara
0,Katara
0.296,Katara
0.4404,Katara
-0.4023,Katara
0.6249,Katara
0.4588,Katara
0.4926,Katara
0.4091,Katara
-0.0772,Katara
-0.1511,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.3089,Katara
-0.2846,Katara
-0.4854,Katara
0,Katara
0.4019,Katara
0.4556,Katara
-0.5255,Katara
0,Katara
0.4215,Katara
0,Katara
0.4926,Katara
0,Katara
0,Katara
-0.1984,Katara
0.5823,Katara
0,Katara
-0.1531,Katara
0.6588,Katara
0.0772,Katara
0.5927,Katara
0,Katara
0,Katara
0,Katara
0.1335,Katara
-0.1779,Katara
0,Katara
0,Katara
0,Katara
-0.5848,Katara
0,Katara
0,Katara
0.5916,Katara
0.69,Katara
-0.3182,Katara
-0.0772,Katara
0.4404,Katara
0.765,Katara
-0.1779,Katara
0,Katara
-0.5719,Katara
-0.296,Katara
-0.2444,Katara
0.4019,Katara
0.1007,Katara
0,Katara
0.7944,Katara
0,Katara
0,Katara
-0.3182,Katara
0,Katara
-0.8122,Katara
0,Katara
-0.34,Katara
-0.34,Katara
0,Katara
0,Katara
0,Katara
0.5972,Katara
0,Katara
0,Katara
0.1531,Katara
0,Katara
0.4939,Katara
0.1779,Katara
-0.6641,Katara
0.4199,Katara
0,Katara
0.9756,Katara
0,Katara
-0.2584,Katara
0.6595,Katara
-0.3595,Katara
0.7678,Katara
0,Katara
0.3802,Katara
0.4359,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.3549,Katara
0.4019,Katara
0,Katara
0.3094,Katara
0,Katara
0,Katara
0,Katara
0.7263,Katara
0,Katara
0,Katara
0.5256,Katara
0.4019,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.2263,Katara
0.6179,Katara
0.7096,Katara
0,Katara
0,Katara
0,Katara
-0.3595,Katara
0,Katara
0.5256,Katara
0.6588,Katara
0,Katara
0.2865,Katara
-0.34,Katara
-0.4574,Katara
0,Katara
-0.4199,Katara
-0.3595,Katara
0,Katara
-0.4404,Katara
0,Katara
-0.8402,Katara
0,Katara
0.4329,Katara
0,Katara
0.3612,Katara
-0.4184,Katara
0,Katara
0.5023,Katara
0.3786,Katara
0,Katara
0,Katara
0,Katara
-0.4184,Katara
0,Katara
0,Katara
0.5423,Katara
0.4404,Katara
0,Katara
0.9378,Katara
0.3182,Katara
0.5859,Katara
0.4404,Katara
0.4262,Katara
0.891,Katara
0,Katara
-0.2732,Katara
-0.4003,Katara
0,Katara
0.2023,Katara
0.4404,Katara
0,Katara
0,Katara
0,Katara
-0.5096,Katara
-0.2732,Katara
0,Katara
0,Katara
0.1511,Katara
0.4927,Katara
-0.7783,Katara
-0.4377,Katara
-0.0772,Katara
-0.3595,Katara
-0.9296,Katara
0,Katara
0,Katara
-0.3595,Katara
-0.4019,Katara
0.4404,Katara
0.4019,Katara
0,Katara
-0.3089,Katara
0,Katara
-0.5216,Katara
0.3575,Katara
-0.5267,Katara
0,Katara
-0.7783,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.3818,Katara
0,Katara
0.6124,Katara
0.2732,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.6908,Katara
0,Katara
0.4574,Katara
0.636,Katara
-0.2732,Katara
0.5709,Katara
0.0762,Katara
0,Katara
0,Katara
-0.5719,Katara
0.4215,Katara
0.7351,Katara
0,Katara
0,Katara
-0.296,Katara
0,Katara
-0.296,Katara
0,Katara
0.3182,Katara
-0.3703,Katara
0.4753,Katara
0.5478,Katara
-0.0772,Katara
0.296,Katara
-0.1258,Katara
0,Katara
0,Katara
0,Katara
0.7964,Katara
0,Katara
0,Katara
-0.6908,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.8924,Katara
-0.3595,Katara
-0.0258,Katara
-0.296,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.2023,Katara
0,Katara
-0.5707,Katara
-0.0026,Katara
0.2714,Katara
0.4404,Katara
0.5859,Katara
-0.3724,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.5574,Katara
0.807,Katara
0.5423,Katara
-0.5255,Katara
0,Katara
0,Katara
-0.1779,Katara
-0.4927,Katara
0.357,Katara
-0.296,Katara
-0.6734,Katara
-0.6466,Katara
0,Katara
0,Katara
0.0772,Katara
0.6124,Katara
0.25,Katara
-0.2755,Katara
0,Katara
0.4019,Katara
0,Katara
0,Katara
-0.1053,Katara
-0.6229,Katara
0.2263,Katara
0,Katara
0.25,Katara
-0.2748,Katara
-0.6439,Katara
-0.4588,Katara
0,Katara
-0.2023,Katara
0,Katara
0,Katara
0,Katara
-0.7096,Katara
0.4404,Katara
0.5859,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.4215,Katara
-0.2604,Katara
0.5046,Katara
0.4404,Katara
0.128,Katara
0,Katara
-0.6792,Katara
0.1027,Katara
0,Katara
0.7964,Katara
0,Katara
0.8453,Katara
0,Katara
0.7954,Katara
0.5106,Katara
0,Katara
0,Katara
-0.3182,Katara
0,Katara
-0.3252,Katara
0,Katara
0.884,Katara
0,Katara
-0.4215,Katara
0.8122,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.4574,Katara
0.75,Katara
0.6476,Katara
0.8646,Katara
0.2263,Katara
0,Katara
-0.5719,Katara
0,Katara
-0.128,Katara
0.3612,Katara
0.2263,Katara
0,Katara
0,Katara
-0.6249,Katara
-0.296,Katara
0.0387,Katara
0,Katara
-0.4019,Katara
0,Katara
0,Katara
0,Katara
0.2263,Katara
0.8126,Katara
-0.4019,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.4199,Katara
-0.4184,Katara
0.4215,Katara
0,Katara
0.6851,Katara
0,Katara
0.4951,Katara
0,Katara
0,Katara
0,Katara
-0.3595,Katara
0,Katara
0,Katara
0,Katara
0.7096,Katara
-0.6113,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.2263,Katara
0,Katara
0.7695,Katara
0.4404,Katara
0.4404,Katara
0,Katara
-0.34,Katara
-0.25,Katara
-0.4137,Katara
0,Katara
0.1999,Katara
0,Katara
0.4168,Katara
0.6369,Katara
0.3716,Katara
-0.5707,Katara
0.7684,Katara
0.2023,Katara
0,Katara
0.2263,Katara
-0.6476,Katara
0,Katara
0.4574,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.5106,Katara
0,Katara
0.6705,Katara
-0.2516,Katara
0.3182,Katara
0,Katara
0.4199,Katara
0,Katara
0,Katara
-0.4724,Katara
0.5106,Katara
0,Katara
0,Katara
-0.4215,Katara
0.7096,Katara
-0.6705,Katara
-0.2714,Katara
0,Katara
-0.5994,Katara
-0.4184,Katara
-0.1796,Katara
0,Katara
0,Katara
0,Katara
0.5994,Katara
0.34,Katara
0,Katara
0,Katara
0,Katara
-0.3595,Katara
0,Katara
-0.5165,Katara
-0.2244,Katara
-0.2892,Katara
0,Katara
0,Katara
0.4404,Katara
0,Katara
-0.5122,Katara
0,Katara
0,Katara
0.3612,Katara
0,Katara
0.6784,Katara
-0.612,Katara
0,Katara
0,Katara
0.6476,Katara
0.2023,Katara
-0.3595,Katara
-0.3818,Katara
-0.4959,Katara
-0.4486,Katara
0,Katara
0,Katara
0,Katara
-0.4184,Katara
0,Katara
-0.7052,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.3818,Katara
0.3147,Katara
-0.6249,Katara
0.358,Katara
0.1779,Katara
0.3612,Katara
0.8316,Katara
-0.296,Katara
0,Katara
0,Katara
0.2411,Katara
0.2263,Katara
0.4168,Katara
0,Katara
0.5106,Katara
-0.6486,Katara
0,Katara
0,Katara
0,Katara
0.0772,Katara
0.3612,Katara
0,Katara
0.3612,Katara
0,Katara
-0.296,Katara
-0.4184,Katara
0,Katara
0.3382,Katara
0,Katara
-0.93,Katara
0,Katara
-0.3412,Katara
0.2023,Katara
0,Katara
0,Katara
0,Katara
0.3802,Katara
0,Katara
0.6553,Katara
0,Katara
0.3818,Katara
0.2263,Katara
0.2023,Katara
0,Katara
0.4404,Katara
0,Katara
-0.296,Katara
0.6808,Katara
-0.6486,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.2023,Katara
0.8793,Katara
0.5267,Katara
-0.6771,Katara
0.8481,Katara
-0.34,Katara
-0.34,Katara
0.1531,Katara
0.9169,Katara
0.5719,Katara
-0.34,Katara
0.6199,Katara
-0.508,Katara
-0.4753,Katara
0.1103,Katara
0,Katara
0,Katara
0.5707,Katara
0,Katara
0,Katara
0,Katara
-0.3071,Katara
0,Katara
0.431,Katara
-0.0772,Katara
-0.4005,Katara
0,Katara
0,Katara
0,Katara
-0.296,Katara
0.5949,Katara
-0.4215,Katara
0,Katara
0,Katara
-0.4767,Katara
-0.34,Katara
0,Katara
0,Katara
0,Katara
0.3818,Katara
0,Katara
0,Katara
0.128,Katara
0,Katara
0.6062,Katara
0,Katara
0.3382,Katara
0,Katara
0,Katara
0,Katara
0.3094,Katara
0,Katara
0.3291,Katara
0,Katara
0,Katara
-0.296,Katara
0.2263,Katara
0,Katara
-0.3595,Katara
0,Katara
0.5859,Katara
0,Katara
0,Katara
0,Katara
-0.2924,Katara
-0.3322,Katara
0,Katara
0.4003,Katara
0,Katara
0.5267,Katara
0,Katara
0,Katara
-0.69,Katara
0,Katara
0,Katara
-0.3174,Katara
0.25,Katara
0.5859,Katara
0,Katara
0.8777,Katara
0.3612,Katara
0,Katara
0.2732,Katara
0.6649,Katara
-0.0772,Katara
0.1739,Katara
0.6114,Katara
0.4215,Katara
0,Katara
0,Katara
0.7955,Katara
0.4199,Katara
0,Katara
0,Katara
0.4404,Katara
0.3536,Katara
0,Katara
0,Katara
0.4767,Katara
0.296,Katara
0,Katara
0,Katara
0,Katara
-0.6597,Katara
-0.6597,Katara
0,Katara
0,Katara
0,Katara
0.7356,Katara
-0.5255,Katara
0.5859,Katara
-0.795,Katara
-0.1027,Katara
0,Katara
0.4939,Katara
0.4767,Katara
0,Katara
-0.3832,Katara
0,Katara
0.4404,Katara
-0.0516,Katara
0,Katara
0.4019,Katara
0.5106,Katara
0.5608,Katara
-0.6144,Katara
0.5376,Katara
0.4574,Katara
-0.1779,Katara
0.2344,Katara
0,Katara
-0.4767,Katara
0.7783,Katara
0,Katara
0,Katara
0,Katara
-0.7935,Katara
0,Katara
0.3182,Katara
0,Katara
0,Katara
-0.69,Katara
0,Katara
0.4404,Katara
0.1027,Katara
0.4939,Katara
0,Katara
-0.4926,Katara
0,Katara
0,Katara
0.2732,Katara
0.4404,Katara
0.4019,Katara
0,Katara
-0.4767,Katara
0.939,Katara
0.5006,Katara
-0.1531,Katara
0.296,Katara
-0.5228,Katara
-0.6249,Katara
-0.34,Katara
0.7159,Katara
0,Katara
0.2023,Katara
0,Katara
0.6351,Katara
0.2748,Katara
0.4767,Katara
0,Katara
0,Katara
0.3612,Katara
-0.128,Katara
-0.2263,Katara
0,Katara
-0.0772,Katara
0,Katara
0,Katara
-0.6808,Katara
0,Katara
0,Katara
0.3182,Katara
0,Katara
0,Katara
0.5204,Katara
0,Katara
0,Katara
0,Katara
0.1531,Katara
-0.5023,Katara
0,Katara
0.4404,Katara
0,Katara
0.1154,Katara
-0.0772,Katara
0.2905,Katara
0,Katara
0.2263,Katara
-0.3412,Katara
0,Katara
0.5859,Katara
-0.09,Katara
0,Katara
0,Katara
-0.4753,Katara
-0.296,Katara
0,Katara
-0.296,Katara
0,Katara
0,Katara
0.3291,Katara
0,Katara
0,Katara
0.34,Katara
0,Katara
0.5859,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.3164,Katara
0,Katara
0,Katara
0,Katara
-0.6239,Katara
0.4019,Katara
0,Katara
-0.7351,Katara
0,Katara
-0.3786,Katara
-0.0772,Katara
0,Katara
0.836,Katara
0.6588,Katara
0.4939,Katara
-0.34,Katara
0,Katara
0.1779,Katara
-0.4404,Katara
0,Katara
0.2263,Katara
0.4537,Katara
0.7701,Katara
0.508,Katara
0,Katara
0,Katara
0.3182,Katara
0,Katara
0.784,Katara
0,Katara
0,Katara
0.5994,Katara
0,Katara
0,Katara
-0.2023,Katara
-0.2732,Katara
0.2446,Katara
0.4019,Katara
0,Katara
0,Katara
0,Katara
-0.1759,Katara
0.4268,Katara
-0.7906,Katara
-0.5106,Katara
0,Katara
0,Katara
-0.1818,Katara
-0.6467,Katara
0.4019,Katara
-0.2732,Katara
0,Katara
0,Katara
0,Katara
0.3412,Katara
0,Katara
-0.6369,Katara
0,Katara
-0.4574,Katara
0,Katara
0.4019,Katara
-0.296,Katara
0,Katara
0,Katara
0,Katara
-0.4299,Katara
0.4019,Katara
-0.6236,Katara
0,Katara
0.8847,Katara
-0.1134,Katara
0,Katara
-0.2411,Katara
0,Katara
0.4199,Katara
-0.2748,Katara
0,Katara
0.5562,Katara
0.296,Katara
0.743,Katara
0,Katara
0,Katara
0.4404,Katara
0,Katara
0.8946,Katara
0.296,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.4023,Katara
-0.6515,Katara
-0.5707,Katara
0,Katara
0,Katara
0,Katara
0.4522,Katara
0,Katara
-0.3716,Katara
0,Katara
-0.3595,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.4753,Katara
0,Katara
0.4019,Katara
-0.3412,Katara
0.0382,Katara
0.0516,Katara
-0.7118,Katara
0.5267,Katara
0,Katara
-0.128,Katara
-0.1511,Katara
-0.2225,Katara
0.5106,Katara
0,Katara
-0.5411,Katara
0,Katara
-0.34,Katara
0,Katara
0.25,Katara
0,Katara
0,Katara
0,Katara
-0.3291,Katara
0.0258,Katara
-0.3818,Katara
0.4404,Katara
0,Katara
0,Katara
0,Katara
-0.5848,Katara
0.3612,Katara
0.3939,Katara
0,Katara
0,Katara
-0.2498,Katara
-0.9582,Katara
-0.8779,Katara
-0.0772,Katara
-0.5423,Katara
-0.5267,Katara
0.5106,Katara
0.25,Katara
0.3818,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.3818,Katara
0,Katara
0.2023,Katara
0,Katara
0.891,Katara
0,Katara
0,Katara
-0.4033,Katara
0.2732,Katara
0.1779,Katara
0,Katara
0,Katara
0.3859,Katara
0.6369,Katara
0,Katara
-0.6511,Katara
-0.3252,Katara
-0.4015,Katara
0,Katara
0,Katara
-0.3595,Katara
0,Katara
-0.3767,Katara
-0.3946,Katara
-0.3893,Katara
-0.9052,Katara
0.2942,Katara
0.5499,Katara
0,Katara
0,Katara
0,Katara
0.6597,Katara
-0.6705,Katara
0.1027,Katara
0.2919,Katara
0.3612,Katara
-0.2411,Katara
0.2263,Katara
0,Katara
0.4404,Katara
0.5859,Katara
0.6124,Katara
0,Katara
0,Katara
-0.3163,Katara
-0.8046,Katara
0,Katara
0.6597,Katara
0,Katara
-0.3595,Katara
-0.5106,Katara
0.3612,Katara
0,Katara
0.3612,Katara
0.0258,Katara
0.4404,Katara
0.34,Katara
0.1901,Katara
0,Katara
0,Katara
0,Katara
0.2144,Katara
0.088,Katara
-0.0772,Katara
0.5859,Katara
0.6808,Katara
0,Katara
-0.4939,Katara
0,Katara
0.2732,Katara
-0.3595,Katara
-0.357,Katara
0,Katara
-0.0516,Katara
0.8089,Katara
0.6597,Katara
0.8225,Katara
-0.7345,Katara
-0.34,Katara
-0.4019,Katara
0.2631,Katara
-0.5362,Katara
0.848,Katara
0,Katara
0.6124,Katara
0.6249,Katara
-0.2411,Katara
0.3612,Katara
-0.2732,Katara
0,Katara
-0.1531,Katara
-0.3595,Katara
0.5023,Katara
0,Katara
0,Katara
0.2235,Katara
0.4927,Katara
0.1935,Katara
0,Katara
0.1779,Katara
0,Katara
0,Katara
-0.296,Katara
0,Katara
-0.0772,Katara
0,Katara
0.3384,Katara
0,Katara
-0.5542,Katara
0,Katara
0.6346,Katara
-0.8074,Katara
0.7103,Katara
0.3612,Katara
-0.5499,Katara
-0.2039,Katara
-0.2505,Katara
-0.4184,Katara
0,Katara
0.5661,Katara
-0.4767,Katara
0,Katara
0.2732,Katara
0.6179,Katara
-0.0191,Katara
-0.4199,Katara
-0.5526,Katara
0.4574,Katara
0,Katara
0,Katara
0.4329,Katara
0.2003,Katara
0.3382,Katara
-0.304,Katara
0,Katara
-0.6119,Katara
0.7473,Katara
0.2023,Katara
-0.296,Katara
0.5719,Katara
0.7579,Katara
-0.6055,Katara
-0.8762,Katara
0.5106,Katara
0,Katara
0,Katara
0,Katara
0.2023,Katara
0,Katara
0,Katara
0,Katara
0.7506,Katara
0.2924,Katara
-0.296,Katara
-0.4599,Katara
0.5574,Katara
-0.5106,Katara
0.7717,Katara
0.5106,Katara
0.0772,Katara
-0.2869,Katara
0,Katara
-0.7177,Katara
0.1326,Katara
0.4199,Katara
0,Katara
-0.4559,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.3744,Katara
0.7783,Katara
0.717,Katara
0.4199,Katara
0,Katara
0.8271,Katara
0,Katara
-0.5255,Katara
0.5157,Katara
-0.0472,Katara
0,Katara
-0.2942,Katara
-0.7391,Katara
0.1007,Katara
0.2208,Katara
-0.1511,Katara
-0.3595,Katara
0.4215,Katara
0.7717,Katara
0,Katara
0,Katara
0,Katara
0.3182,Katara
0.2828,Katara
-0.3553,Katara
0.4738,Katara
0.1779,Katara
0.7003,Katara
0.1531,Katara
0.5227,Katara
0,Katara
0.7434,Katara
-0.3412,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.25,Katara
0.5093,Katara
-0.228,Katara
0,Katara
0,Katara
0.9042,Katara
0.5574,Katara
-0.5423,Katara
0,Katara
0.6514,Katara
0.5859,Katara
0,Katara
0,Katara
0.5256,Katara
0.4019,Katara
0,Katara
0,Katara
0,Katara
0,Katara
-0.6504,Katara
0,Katara
-0.2732,Katara
0.2584,Katara
0.5346,Katara
0.296,Katara
0.5411,Katara
0.0772,Katara
0,Katara
0,Katara
0.4019,Katara
0,Katara
-0.4767,Katara
0.2216,Katara
-0.1531,Katara
-0.296,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.1779,Katara
0,Katara
0,Katara
-0.1906,Katara
0,Katara
0,Katara
0.5684,Katara
-0.1027,Katara
0.1779,Katara
-0.7254,Katara
0,Katara
0.1739,Katara
-0.4003,Katara
0.6988,Katara
