,pol,char
2307,0.6369,Sokka
2308,0.3612,Aang
2309,0.0,Wu
2310,0.884,Katara
2311,0.8271,Wu
2312,0.0,Katara
2313,0.4754,Wu
2314,0.8225,Sokka
2315,0.296,Aang
2316,-0.1316,Sokka
2317,0.0,Wu
2318,0.2263,Sokka
2319,-0.7351,Wu
2320,0.0,Sokka
2321,0.0,Wu
2322,-0.34,Wu
2323,0.5859,Aang
2324,0.0,Wu
2325,0.2677,Wu
2326,0.296,Aang
2327,0.7059,Wu
2328,0.4574,Aang
2329,-0.0387,Wu
2330,0.5411,Wu
2331,0.474,Aang
2332,-0.5267,Sokka
2333,-0.4215,Katara
2334,0.8436,Sokka
2335,0.0,Sokka
2336,0.8122,Katara
2337,0.3182,Aang
2338,0.0,Katara
2339,0.0,Aang
2340,0.0,Katara
2341,0.0,Calm man
2342,0.3612,Aang
2343,-0.2244,Calm man
2344,0.0,Sokka
2345,0.0,Village Woman
2346,0.0,Calm man
2347,0.2942,Sokka
2348,0.0,Katara
2349,0.3612,Meng
2350,0.6322,Aang
2351,0.0,Katara
2352,0.6908,Wu
2353,0.4926,Farmer
2354,0.6588,Wu
2355,0.4574,Poi and Ping
2356,0.4442,Wu
2357,0.2263,Aang
2358,0.0,Aang
2359,-0.4574,Katara
2360,0.0,Wu
2361,0.75,Katara
2362,0.0772,Wu
2363,0.6476,Katara
2364,-0.5033,Sokka
2365,0.5719,Aang
2366,-0.4019,Sokka
2367,0.8481,Man
2368,-0.296,Sokka
2369,0.0,Man
2370,0.4753,Sokka
2371,0.6246,Man
2372,0.0,Wu
2373,0.8646,Katara
2374,0.0772,Wu
2375,-0.4959,Sokka
2376,0.0,Aang
2377,0.0,Sokka
2378,0.2732,Aang
2379,0.0,Sokka
2380,0.3094,Aang
2381,0.6249,Sokka
2382,0.0,Aang
2383,0.2287,Sokka
2384,0.2732,Aang
2385,0.7184,Sokka
2386,0.4215,Aang
2387,0.5934,Sokka
2388,0.4588,Aang
2389,0.0,Meng
2390,0.0,Aang
2391,0.7717,Sokka
2392,0.2023,Wu
2393,0.2263,Katara
2394,0.0,Wu
2395,0.0,Katara
2396,0.0,Wu
2397,-0.5719,Katara
2398,0.0,Aang
2399,0.0,Katara
2400,0.2263,Aang
2401,-0.128,Katara
2402,0.0,Aang
2403,0.3612,Katara
2404,-0.43,Aang
2405,0.2263,Katara
2406,0.0,Aang
2407,0.0,Woman
2408,0.0,Aang
2409,0.0772,Aang
2410,-0.5267,Sokka
2411,0.0,Aang
2412,-0.3716,Sokka
2413,0.899,Aang
2414,0.0,Sokka
2415,0.8999,Aang
2416,-0.6486,Aang
2417,0.4738,Sokka
2418,-0.4184,Aang
2419,0.0,Aang
2420,0.0,Katara
2421,0.0,Aang
2422,0.0,Katara
2423,-0.5994,Sokka
2424,-0.6249,Katara
2425,-0.296,Katara
2426,-0.5696,Sokka
2427,0.802,Village Woman
2428,0.0387,Katara
2429,0.2732,Calm man
2430,-0.5053,Aang
2431,0.0,Sokka
2432,0.0,Man with Red Shoes
2433,0.717,Sokka
2434,0.0,Katara
2435,0.0,Aang
2436,-0.4019,Sokka
2437,0.5267,Aang
2438,-0.1316,Aang
2439,0.0,Aang
2440,-0.2755,Meng
2441,0.3612,Aang
2442,-0.395,Meng
2443,0.0,Aang
2444,0.2152,Meng
2445,0.0,Aang
2446,0.5994,Meng
2447,0.0,Aang
2448,0.6969,Meng
2449,0.7584,Aang
2450,0.4534,Meng
2451,0.0,Aang
2452,-0.1531,Meng
2453,0.4404,Aang
2454,0.0772,Aang
2455,-0.4019,Katara
2456,0.0,Sokka
2457,-0.3367,Wu
2458,0.4939,Aang
2459,0.0,Sokka
2460,0.0,Aang
2461,0.0,Poi
2462,0.0,Ping
2463,0.0,Sokka
2464,0.0,Sokka
2465,0.5399,Aang
2466,0.0,Katara
2467,0.2263,Sokka
2468,0.0,Katara
2469,0.4215,Sokka
2470,0.0,Katara
2471,0.0,Aang
2472,-0.3976,Wu
2473,0.5551,Wu
2474,0.4118,Sokka
2475,0.5334,Calm man
2476,-0.5719,Sokka
2477,0.2263,Katara
2478,0.0,Aang
2479,0.0,Wu
2480,-0.5535,Aang
2481,0.0,Wu
2482,0.8126,Katara
2483,0.5411,Meng
2484,0.0,Aang
2485,0.0,Sokka
2486,-0.296,Sokka
2487,-0.4019,Katara
2488,-0.3595,Aang
2489,-0.4102,Sokka
2490,0.0,Aang
2491,0.0,Sokka
2492,0.0,Katara
2493,0.0,Sokka
2494,0.0,Katara
2495,-0.1531,Sokka
2496,0.4926,Iroh
2497,0.0,Firebenders
2498,0.0,June
2499,-0.296,Zuko
2500,0.0,Zuko
2501,0.0,June
2502,0.0,Zuko
2503,0.0,June
2504,0.8074,Iroh
2505,0.0,Hakoda
2506,0.0,Sokka
2507,-0.5994,Hakoda
2508,0.7896,Sokka
2509,0.0,Hakoda
2510,0.0,Sokka
2511,-0.1531,Hakoda
2512,0.0,Sokka
2513,0.0,Bato
2514,0.0,Sokka
2515,0.0,Aang
2516,0.0,Katara
2517,0.6826,Bato
2518,0.0,Aang
2519,0.0,Sokka
2520,0.0,Katara
2521,-0.5267,Bato
2522,0.743,Bato
2523,0.8979,Mother Superior
2524,0.8225,Aang
2525,0.5777,Sokka
2526,0.0,Bato
2527,-0.6072,Sokka
2528,0.0,Bato
2529,0.4199,Katara
2530,0.0,Sokka
2531,-0.4767,Aang
2532,-0.4184,Katara
2533,0.4574,Bato
2534,0.0,Sokka
2535,0.4215,Katara
2536,0.2942,Bato
2537,0.0,Aang
2538,0.2023,Sokka
2539,0.0,Bato
2540,0.0,Katara
2541,0.0,Aang
2542,0.0,Sokka
2543,0.6851,Katara
2544,0.8378,Bato
2545,0.5267,Sokka
2546,0.0,Bato
2547,0.0,Zuko
2548,-0.3987,Iroh
2549,0.0,Zuko
2550,-0.7394,June
2551,-0.1759,Zuko
2552,0.6476,June
2553,0.0,Zuko
2554,0.0,Zuko
2555,0.0,June
2556,0.0,Zuko
2557,0.0,June
2558,-0.4939,Zuko
2559,-0.3612,June
2560,-0.1027,Iroh
2561,0.0,June
2562,0.0,Iroh
2563,0.0,June
2564,0.0,Bato
2565,0.0,Katara
2566,0.0,Sokka
2567,0.0,Bato
2568,0.0,Sokka
2569,0.4951,Katara
2570,-0.1232,Bato
2571,0.3716,Sokka
2572,0.0,Katara
2573,0.765,Bato
2574,-0.0516,Aang
2575,0.0,Messenger
2576,0.0,Aang
2577,0.3802,Messenger
2578,0.0,Aang
2579,-0.1511,Aang
2580,0.0,Katara
2581,0.8516,Aang
2582,0.3182,Herbalist
2583,0.0,Zuko
2584,-0.296,Herbalist
2585,0.0,June
2586,-0.5255,Mother Superior
2587,0.4404,Aang
2588,0.3182,Bato
2589,-0.1027,Sokka
2590,0.75,Bato
2591,0.0,Katara
2592,0.0,Bato
2593,-0.1027,Aang
2594,0.0,Bato
2595,-0.1531,Zuko
2596,0.0,June
2597,-0.3595,Zuko
2598,0.0,Zuko
2599,0.4753,June
2600,0.7506,Aunt Wu
2601,0.2263,Iroh
2602,0.8442,Bato
2603,0.0,Sokka
2604,0.6187,Bato
2605,0.5106,Aang
2606,-0.6964,Bato
2607,0.4199,Sokka
2608,0.0,Aang
2609,0.6588,Sokka
2610,-0.3595,Katara
2611,0.0,Sokka
2612,0.0,Bato
2613,0.1511,Sokka
2614,0.9524,Bato
2615,0.0,Aang
2616,0.0,Katara
2617,-0.5996,Aang
2618,0.0,Katara
2619,0.0,Aang
2620,0.4122,Sokka
2621,0.2732,Bato
2622,0.0,Sokka
2623,0.0,Katara
2624,0.7096,Katara
2625,0.2263,Aang
2626,0.0,Aang
2627,0.6369,Mother Superior
2628,-0.5106,Aang
2629,0.0,June
2630,-0.6113,Katara
2631,0.0,Sokka
2632,-0.8357,Bato
2633,0.0,Katara
2634,0.4215,Sokka
2635,0.0,Katara
2636,0.4767,Bato
2637,0.4404,Sokka
2638,0.0258,Bato
2639,0.128,Aang
2640,-0.126,Mother Superior
2641,0.2263,Aang
2642,0.0,Mother Superior
2643,0.0,Aang
2644,-0.5423,Mother Superior
2645,0.0,Aang
2646,0.0,Mother Superior
2647,0.0,Aang
2648,0.25,June
2649,0.0,Zuko
2650,0.0,Sokka
2651,-0.5267,Zuko
2652,-0.126,Sokka
2653,0.0,Zuko
2654,0.0,June
2655,0.0,Zuko
2656,0.0,Katara
2657,0.0,June
2658,0.0,June
2659,0.2003,Sokka
2660,0.0772,Aang
2661,0.0,Sokka
2662,0.0,Mother Superior
2663,-0.4184,Iroh
2664,0.0,Zuko
2665,0.0,Iroh
2666,0.0,Aang
2667,0.0,Katara
2668,-0.0258,Sokka
2669,-0.0572,Aang
2670,0.0,Sokka
2671,0.0,Katara
2672,0.4019,Aang
2673,0.2263,Katara
2674,0.3612,Aang
2675,0.0,Katara
2676,0.3182,Aang
2677,0.7695,Katara
2678,0.3182,Aang
2679,0.4404,Katara
2680,-0.4753,Sokka
2681,0.5423,Aang
2682,0.0,Sokka
2683,0.0,Aang
2684,-0.5848,Sokka
2685,0.4404,Katara
2686,0.25,Aang
2687,0.0,Katara
2688,-0.6322,Sokka
2689,-0.34,Katara
2690,-0.2481,Sokka
2691,0.6114,Aang
2692,0.3612,Sokka
2693,0.0,Aang
2694,-0.25,Katara
2695,0.3612,Sokka
2696,0.2714,Mask dealer
2697,0.6249,Sokka
2698,0.0,Aang
2699,0.0,Sokka
2700,0.4753,Shop keeper
2701,0.0,Sokka
2702,0.0,Sokka
2703,-0.4137,Katara
2704,0.0,Aang
2705,-0.4993,Puppet Fire Lord
2706,-0.4184,Fire Nation kids
2707,0.0,Katara
2708,0.5927,Aang
2709,-0.34,Sokka
2710,-0.126,Aang
2711,0.4374,Malu
2712,0.0,Aang
2713,0.0,Sokka
2714,0.0772,Aang
2715,0.1999,Katara
2716,0.0,Malu
2717,0.0,Katara
2718,0.2714,Malu
2719,0.0,Aang
2720,0.6025,Malu
2721,0.4574,Aang
2722,-0.4047,Sokka
2723,0.0,Malu
2724,0.0,Citizen
2725,0.0,Sokka
2726,0.0,Chey
2727,0.0,Guard
2728,0.0,Guard
2729,0.0,Aang
2730,0.4926,Sokka
2731,0.4168,Chey
2732,0.0,Aang
2733,0.4215,Aang
2734,0.0,Sokka
2735,0.0,Chey
2736,-0.4003,Sokka
2737,0.0,Chey
2738,-0.0387,Chey
2739,0.0,Sokka
2740,-0.5939,Chey
2741,0.3859,Aang
2742,-0.4003,Sokka
2743,0.8693,Chey
2744,0.4215,Sokka
2745,0.25,Aang
2746,0.4168,Katara
2747,0.5411,Sokka
2748,0.0,Lin Yee
2749,0.0,Lin Yee
2750,0.0,Sokka
2751,0.0,Chey
2752,0.0,Lin Yee
2753,0.0,Lin Yee
2754,0.2263,Chey
2755,0.0,Aang
2756,-0.4184,Lin Yee
2757,0.9184,Chey
2758,0.0,Zhao
2759,0.8924,Guard captain
2760,-0.7521,Zhao
2761,-0.296,Guard captain
2762,0.3612,Zhao
2763,0.0,Aang
2764,-0.5849,Chey
2765,0.0,Sokka
2766,0.0,Aang
2767,-0.2755,Chey
2768,0.0,Aang
2769,0.0,Chey
2770,0.0,Aang
2771,0.0,Jeong Jeong
2772,0.0,Aang
2773,-0.765,Jeong Jeong
2774,0.0,Aang
2775,-0.4067,Jeong Jeong
2776,0.1154,Aang
2777,0.5707,Jeong Jeong
2778,0.5106,Aang
2779,-0.9545,Jeong Jeong
2780,-0.4404,Roku
2781,-0.6103,Jeong Jeong
2782,0.0,Roku
2783,0.6597,Jeong Jeong
2784,0.6879,Aang
2785,0.7494,Jeong Jeong
2786,0.0,Aang
2787,0.6219,Jeong Jeong
2788,0.0,Sokka
2789,0.0,Aang
2790,0.4753,Jeong Jeong
2791,-0.34,Aang
2792,0.0,Jeong Jeong
2793,-0.34,Aang
2794,-0.5574,Jeong Jeong
2795,0.0,Aang
2796,0.0,Jeong Jeong
2797,0.0,Aang
2798,0.0,Jeong Jeong
2799,0.0,Jeong Jeong
2800,0.0,Aang
2801,-0.4015,Jeong Jeong
2802,-0.3595,Jeong Jeong
2803,0.0,Aang
2804,-0.2263,Jeong Jeong
2805,-0.851,Aang
2806,-0.9035,Jeong Jeong
2807,-0.128,Jeong Jeong
2808,0.3182,Aang
2809,-0.34,Jeong Jeong
2810,0.3595,Aang
2811,-0.0772,Jeong Jeong
2812,-0.4574,Tribal man
2813,0.0,Aang
2814,0.0,Jeong Jeong
2815,-0.7081,Aang
2816,0.6369,Katara
2817,0.5023,Aang
2818,-0.4559,Aang
2819,0.3716,Katara
2820,0.0,Aang
2821,-0.5707,Katara
2822,0.0,Aang
2823,-0.3237,Aang
2824,-0.5792,Sokka
2825,-0.5255,Aang
2826,-0.4133,Sokka
2827,-0.126,Jeong Jeong
2828,-0.2244,Aang
2829,0.9316,Jeong Jeong
2830,0.7684,Katara
2831,-0.9643,Jeong Jeong
2832,-0.1739,Jeong Jeong
2833,-0.0243,Zhao
2834,0.0,Sokka
2835,0.2023,Katara
2836,-0.2755,Aang
2837,0.0,Katara
2838,-0.296,Aang
2839,0.2263,Katara
2840,0.0,Aang
2841,-0.6476,Katara
2842,0.0,Aang
2843,0.0,Katara
2844,0.4574,Aang
2845,0.4548,Zhao
2846,-0.5423,Jeong Jeong
2847,0.3182,Zhao
2848,-0.4325,Jeong Jeong
2849,0.0,Zhao
2850,0.0,Jeong Jeong
2851,0.0,Aang
2852,0.0,Zhao
2853,-0.1984,Zhao
2854,0.0,Aang
2855,-0.2732,Zhao
2856,0.6177,Zhao
2857,0.0,Aang
2858,0.0,Zhao
2859,-0.296,Aang
2860,-0.4389,Zhao
2861,-0.1759,Aang
2862,0.0,Zhao
2863,0.7921,Aang
2864,0.4017,Zhao
2865,-0.6486,Aang
2866,-0.4003,Zhao
2867,0.1511,Aang
2868,0.0,Sokka
2869,0.0,Aang
2870,-0.2263,Sokka
2871,0.4927,Chey
2872,0.4574,Katara
2873,0.7717,Aang
2874,0.0,Sokka
2875,0.0,Katara
2876,0.7777,Sokka
2877,0.0,Aang
2878,0.0,Katara
2879,0.8856,Sokka
2880,0.8932,Storyteller
2881,0.6369,Aang
2882,0.0,Katara
2883,0.5574,Aang
2884,0.0,Storyteller
2885,-0.0772,Sokka
2886,0.0,Storyteller
2887,0.4926,Aang
2888,0.0,Storyteller
2889,0.0,Storyteller
2890,0.6249,Aang
2891,0.6249,Storyteller
2892,0.4939,Aang
2893,0.0,Katara
2894,0.7501,Sokka
2895,-0.5106,Katara
2896,0.5267,Sokka
2897,0.0,Aang
2898,0.0,Katara
2899,-0.296,Aang
2900,0.0,Sokka
2901,-0.1901,Aang
2902,0.6705,Katara
2903,0.5423,Sokka
2904,0.0,Colonists
2905,0.75,Teo
2906,0.1531,Aang
2907,0.7391,Teo
2908,0.0,Teo
2909,0.6249,Aang
2910,0.6884,Teo
2911,0.4404,Aang
2912,0.658,Sokka
2913,0.4404,Teo
2914,0.6239,Sokka
2915,0.296,Teo
2916,0.2023,Aang
2917,0.743,Teo
2918,-0.1027,Aang
2919,-0.2516,Katara
2920,0.54,Sokka
2921,0.0,Aang
2922,-0.4753,Aang
2923,0.3182,Katara
2924,0.6546,Aang
2925,0.0,Man
2926,0.0,Mechanist
2927,-0.8164,Aang
2928,-0.1531,Mechanist
2929,-0.3164,Aang
2930,0.3421,Aang
2931,0.0,Mechanist
2932,0.0,Teo
2933,0.0,Aang
2934,-0.9648,Mechanist
2935,0.0,Aang
2936,0.7696,Mechanist
2937,-0.296,Aang
2938,0.5837,Mechanist
2939,0.0,Sokka
2940,0.0,Mechanist
2941,0.2942,Sokka
2942,0.3612,Mechanist
2943,0.0,Sokka
2944,0.0,Mechanist
2945,0.0772,Teo
2946,0.0,Aang
2947,0.0,Teo
2948,0.0,Katara
2949,0.0,Teo
2950,0.4199,Katara
2951,0.3612,Teo
2952,0.0,Katara
2953,0.0,Aang
2954,0.0,Teo
2955,0.4404,Aang
2956,-0.4753,Sokka
2957,-0.4898,Mechanist
2958,0.0,Mechanist
2959,0.0258,Sokka
2960,-0.3382,Mechanist
2961,0.0,Sokka
2962,0.4019,Mechanist
2963,0.3612,Teo
2964,0.0,Katara
2965,0.0,Teo
2966,0.1779,Aang
2967,0.0,Teo
2968,0.1779,Aang
2969,0.296,Teo
2970,0.3612,Teo
2971,-0.4724,Katara
2972,0.3802,Aang
2973,0.5106,Katara
2974,0.7177,Aang
2975,0.6588,Teo
2976,0.0,Katara
2977,0.4015,Mechanist
2978,-0.5242,Sokka
2979,0.0,Mechanist
2980,0.0,Teo
2981,0.0,Sokka
2982,-0.1759,Mechanist
2983,-0.5574,Sokka
2984,-0.5562,Mechanist
2985,-0.34,Sokka
2986,-0.5562,Mechanist
2987,0.126,Sokka
2988,0.0,Both
2989,-0.5255,Mechanist
2990,0.0,Aang
2991,0.0,Mechanist
2992,-0.68,Aang
2993,-0.68,Sokka
2994,0.0,Teo
2995,-0.7946,Mechanist
2996,0.0,Aang
2997,0.0,Mechanist
2998,-0.4927,Aang
2999,-0.5411,Mechanist
3000,-0.3818,Teo
3001,-0.1984,Mechanist
3002,0.0,Teo
3003,-0.3147,Mechanist
3004,0.3939,Qin
3005,-0.296,Mechanist
3006,0.0,Aang
3007,0.0,Qin
3008,0.0,Mechanist
3009,-0.4003,Qin
3010,0.0,Aang
3011,-0.6114,Qin
3012,-0.5423,Teo
3013,-0.623,Sokka
3014,0.0,Katara
3015,0.4003,Aang
3016,0.4588,Mechanist
3017,0.4404,Aang
3018,-0.3164,Mechanist
3019,0.4199,Sokka
3020,0.4199,Mechanist
3021,-0.0129,Sokka
3022,-0.4215,Katara
3023,-0.5994,Sokka
3024,0.7096,Katara
3025,-0.128,Sokka
3026,-0.6244,Mechanist
3027,0.0,Girl
3028,0.3612,Teo
3029,-0.6705,Katara
3030,0.0,Aang
3031,0.0,Fire Nation soldier
3032,0.0,Aang
3033,-0.2714,Katara
3034,0.6249,Teo
3035,0.0,Katara
3036,-0.636,Teo
3037,0.0,Teo
3038,-0.5994,Katara
3039,0.0,Sokka
3040,0.0,Mechanist
3041,0.0,Sokka
3042,0.0,Mechanist
3043,-0.296,Sokka
3044,0.0,Mechanist
3045,-0.5696,Sokka
3046,0.0,Mechanist
3047,-0.4939,Sokka
3048,0.0,Aang
3049,0.0,Sokka
3050,-0.4184,Katara
3051,0.4199,Sokka
3052,0.5854,Aang
3053,0.0,Teo
3054,-0.34,Sokka
3055,-0.4588,Qin
3056,0.1419,Sokka
3057,0.0,Aang
3058,0.7717,Sokka
3059,-0.1796,Katara
3060,0.0,Sokka
3061,0.0,Katara
3062,0.0,Zhao
3063,0.0,Li
3064,0.5423,Zhao
3065,0.0,Aang
3066,0.0,Katara
3067,0.0,Sokka
3068,0.0,Katara
3069,-0.5994,Aang
3070,0.5994,Katara
3071,0.296,Sokka
3072,0.836,Iroh
3073,0.8772,Arnook
3074,0.5983,Yue
3075,0.0,Arnook
3076,0.0,Sokka
3077,0.4754,Yue
3078,0.2975,Sokka
3079,0.34,Katara
3080,0.0,Sokka
3081,0.0,Katara
3082,0.4144,Sokka
3083,0.0,Yue
3084,0.0,Katara
3085,0.0,Arnook
3086,0.2363,Pakku
3087,0.75,Aang
3088,0.7269,Pakku
3089,-0.2225,Zuko
3090,-0.5994,Iroh
3091,0.0,Zhao
3092,0.0,Zuko
3093,0.0,Zhao
3094,0.4215,Zuko
3095,0.0,Iroh
3096,-0.0387,Zhao
3097,-0.3595,Iroh
3098,0.0,Zhao
3099,0.0,Zuko
3100,0.1779,Zhao
3101,0.0,Iroh
3102,0.6124,Zhao
3103,0.0,Katara
3104,0.4926,Aang
3105,0.0258,Pakku
3106,0.4939,Aang
3107,-0.4019,Pakku
3108,-0.3595,Katara
3109,-0.296,Pakku
3110,0.0,Katara
3111,0.8338,Pakku
3112,-0.5165,Katara
3113,0.0,Pakku
3114,-0.2244,Katara
3115,0.1356,Aang
3116,0.0,Pakku
3117,0.0,Aang
3118,0.902,Pakku
3119,-0.2892,Katara
3120,0.0,Pakku
3121,0.8016,Sokka
3122,0.7906,Yue
3123,0.3531,Sokka
3124,0.0,Yue
3125,0.4019,Sokka
3126,0.6369,Yue
3127,0.6892,Sokka
3128,-0.0772,Yue
3129,0.4215,Sokka
3130,0.5256,Zhao
3131,0.0,Oh
3132,0.0,Pirate captain
3133,0.0,Zhao
3134,0.0,Katara
3135,0.0,Yagoda
3136,0.0,Katara
3137,0.7424,Yagoda
3138,-0.1419,Pakku
3139,0.0,Aang
3140,0.5859,Pakku
3141,0.4404,Katara
3142,0.4703,Yagoda
3143,0.0,Katara
3144,0.0,Yagoda
3145,-0.5122,Katara
3146,0.0,Yagoda
3147,0.0,Katara
3148,0.4767,Yagoda
3149,0.0,Katara
3150,0.0,Yagoda
3151,0.3612,Katara
3152,0.0,Yagoda
3153,0.7345,Crew member
3154,0.6808,Iroh
3155,0.4404,Zuko
3156,0.8486,Iroh
3157,0.2244,Oh
3158,0.0,Zuko
3159,0.0,Iroh
3160,0.0,Sokka
3161,0.0,Yue
3162,0.0,Sokka
3163,-0.4019,Yue
3164,0.0,Katara
3165,-0.5423,Aang
3166,-0.5423,Sokka
3167,0.0,Aang
3168,0.0,Sokka
3169,0.6784,Katara
3170,-0.4585,Sokka
3171,-0.612,Katara
3172,0.0,Aang
3173,0.0,Katara
3174,0.6239,Aang
3175,0.0,Katara
3176,0.0,Aang
3177,-0.4588,Pakku
3178,-0.0772,Aang
3179,0.2023,Pakku
3180,0.168,Arnook
3181,0.6476,Katara
3182,0.1531,Arnook
3183,0.2023,Katara
3184,0.0,Pakku
3185,-0.3595,Katara
3186,0.0,Aang
3187,-0.3818,Katara
3188,0.3182,Aang
3189,0.296,Sokka
3190,-0.8402,Zhao
3191,-0.3624,Iroh
3192,-0.4767,Zhao
3193,-0.1779,Iroh
3194,0.0,Zhao
3195,0.75,Iroh
3196,0.0,Zhao
3197,-0.83,Sokka
3198,-0.4959,Katara
3199,0.0,Aang
3200,-0.4486,Katara
3201,-0.3385,Pakku
3202,0.0,Katara
3203,0.0,Aang
3204,0.836,Pakku
3205,0.0,Katara
3206,-0.296,Pakku
3207,-0.3818,Pakku
3208,0.0,Katara
3209,0.4019,Pakku
3210,-0.4184,Katara
3211,0.6369,Pakku
3212,0.0,Katara
3213,0.7259,Iroh
3214,0.0,Zuko
3215,-0.296,Iroh
3216,0.3612,Zuko
3217,0.7096,Iroh
3218,0.8834,Pakku
3219,-0.7052,Katara
3220,0.0,Aang
3221,0.0772,Yue
3222,0.1174,Sokka
3223,0.0,Yue
3224,-0.5267,Sokka
3225,-0.296,Yue
3226,-0.0892,Sokka
3227,0.5927,Yue
3228,0.6908,Pakku
3229,0.0,Aang
3230,0.0,Pakku
3231,0.4404,Aang
3232,0.0,Katara
3233,0.3612,Zhao
3234,0.9441,Pakku
3235,0.4019,Aang
3236,0.6808,Pakku
3237,0.0,Aang
3238,0.0,Yue
3239,-0.3612,Sokka
3240,-0.4767,Yue
3241,-0.5255,Sokka
3242,0.4019,Yue
3243,0.7269,Sokka
3244,0.0,Yue
3245,0.4344,Sokka
3246,0.1916,Yue
3247,0.0,Yue
3248,0.0,Sokka
3249,0.7959,Yue
3250,0.6597,Sokka
3251,0.0,Yue
3252,0.0,Sokka
3253,0.5994,Yue
3254,0.9167,Sokka
3255,0.0,Yue
3256,-0.296,Sokka
3257,0.0,Sokka
3258,0.0,Yue
3259,-0.4588,Sokka
3260,0.0,Yue
3261,-0.34,Sokka
3262,0.836,Zhao
3263,0.4261,Iroh
3264,-0.5947,Zhao
3265,0.4404,Iroh
3266,-0.128,Zhao
3267,0.0,Iroh
3268,0.0,Zuko
3269,-0.5255,Sokka
3270,-0.296,Yue
3271,0.4767,Sokka
3272,0.6239,Yue
3273,-0.2187,Sokka
3274,0.7783,Yue
3275,0.0,Sokka
3276,0.0,Yue
3277,0.3455,Arnook
3278,0.0,Sokka
3279,0.0,Katara
3280,0.128,Arnook
3281,-0.6808,Arnook
3282,-0.6597,Aang
3283,0.0,Aang
3284,0.0,Sokka
3285,0.0,Aang
3286,0.0,Aang
3287,0.7574,Aang
3288,0.1027,Aang
3289,-0.34,Arnook
3290,-0.4019,Hahn
3291,-0.5439,Sokka
3292,-0.34,Hahn
3293,0.3612,Sokka
3294,0.0,Arnook
3295,-0.34,Sokka
3296,0.7096,Hahn
3297,0.6124,Arnook
3298,-0.4215,Sokka
3299,0.5267,Arnook
3300,0.0,Sokka
3301,0.296,Hahn
3302,-0.4847,Sokka
3303,-0.3595,Pakku
3304,-0.6344,Iroh
3305,0.09,Zhao
3306,-0.5106,Yue
3307,0.0,Katara
3308,0.0,Aang
3309,0.0,Katara
3310,0.2677,Aang
3311,0.0,Yue
3312,0.0,Aang
3313,0.1779,Iroh
3314,-0.4168,Zuko
3315,-0.4588,Iroh
3316,0.0,Zuko
3317,0.0,Iroh
3318,0.0,Zuko
3319,0.2023,Iroh
3320,0.0,Zuko
3321,0.2942,Iroh
3322,0.2714,Zuko
3323,0.0,Hahn
3324,0.0,Sokka
3325,0.8827,Hahn
3326,-0.2481,Sokka
3327,0.0926,Hahn
3328,0.1331,Sokka
3329,0.0,Arnook
3330,0.2521,Hahn
3331,0.3802,Sokka
3332,0.0,Zuko
3333,0.0,Yue
3334,0.3818,Katara
3335,0.6808,Yue
3336,0.508,Aang
3337,0.0,Yue
3338,0.3147,Katara
3339,0.6696,Yue
3340,0.636,Aang
3341,-0.6249,Katara
3342,0.0,Yue
3343,0.1779,Aang
3344,-0.1531,Yue
3345,0.1867,Aang
3346,0.358,Katara
3347,0.2732,Yue
3348,0.1571,Aang
3349,0.0,Zuko
3350,-0.4767,Arnook
3351,-0.1027,Sokka
3352,-0.1027,Arnook
3353,0.0772,Sokka
3354,0.0772,Arnook
3355,0.381,Sokka
3356,0.3612,Yue
3357,0.1779,Katara
3358,0.4019,Yue
3359,0.0,Aang
3360,0.2263,Yue
3361,0.3612,Katara
3362,0.4019,Yue
3363,0.8316,Katara
3364,0.2732,Zuko
3365,-0.296,Katara
3366,0.826,Zuko
3367,-0.5647,Zuko
3368,0.0,Zuko
3369,0.0,Zhao
3370,0.0,Zuko
3371,0.0,Zhao
3372,0.0,Katara
3373,0.0,Sokka
3374,0.0,Katara
3375,0.0,Sokka
3376,0.2411,Katara
3377,0.2023,Sokka
3378,0.2263,Katara
3379,0.0,Sokka
3380,-0.4588,Aang
3381,0.0,Baboon spirit
3382,0.4019,Aang
3383,0.4574,Baboon spirit
3384,0.0,Aang
3385,0.0,Roku
3386,0.0,Aang
3387,0.0,Zuko
3388,-0.4767,Aang
3389,0.34,Roku
3390,0.0,Aang
3391,-0.9313,Roku
3392,0.9253,Zuko
3393,0.357,Iroh
3394,0.34,Zhao
3395,0.0,Iroh
3396,0.4374,Hahn
3397,0.7845,Zhao
3398,0.0,Iroh
3399,-0.6705,Zhao
3400,0.0,Iroh
3401,0.2382,Zhao
3402,0.0,Aang
3403,-0.784,Aang
3404,0.1779,Aang
3405,0.5093,Koh
3406,0.3612,Aang
3407,0.4939,Koh
3408,0.0,Aang
3409,-0.2942,Koh
3410,-0.6908,Aang
3411,0.0516,Koh
3412,0.0,Zuko
3413,0.3412,Yue
3414,0.4168,Katara
3415,0.4847,Sokka
3416,0.4019,Koh
3417,0.0,Aang
3418,0.1779,Koh
3419,-0.1174,Aang
3420,-0.5093,Koh
3421,0.4515,Aang
3422,-0.7506,Koh
3423,0.0,Aang
3424,0.0,Koh
3425,-0.4019,Aang
3426,0.4939,Roku
3427,0.0,Aang
3428,0.4576,Zhao
3429,0.0,Aang
3430,0.4404,Baboon spirit
3431,-0.3595,Aang
3432,0.0,Katara
3433,0.4588,Zuko
3434,0.4404,Aang
3435,0.1779,Zuko
