date,id,count,streak
2021-09-02,377,23,active
2021-09-03,377,24,active
2021-09-04,377,25,active
2021-09-05,377,26,active
2021-09-06,377,27,active
2021-09-07,377,28,active
2021-09-08,377,29,active
2021-09-09,377,30,active
2021-09-10,377,31,active
2021-09-11,377,32,active
2021-09-12,377,33,active
2021-09-13,377,34,active
2021-09-14,378,-1,inactive
2021-09-15,379,1,active
2021-09-16,379,2,active
2021-09-17,379,3,active
2021-09-18,379,4,active
2021-09-19,379,5,active
2021-09-20,380,-1,inactive
2021-09-21,381,1,active
2021-09-22,381,2,active
2021-09-23,381,3,active
2021-09-24,381,4,active
2021-09-25,381,5,active
2021-09-26,381,6,active
2021-09-27,381,7,active
2021-09-28,381,8,active
2021-09-29,381,9,active
2021-09-30,381,10,active
2021-10-01,381,11,active
2021-10-02,381,12,active
2021-10-03,381,13,active
2021-10-04,381,14,active
2021-10-05,381,15,active
2021-10-06,381,16,active
2021-10-07,381,17,active
2021-10-08,381,18,active
2021-10-09,381,19,active
2021-10-10,381,20,active
2021-10-11,381,21,active
2021-10-12,381,22,active
2021-10-13,381,23,active
2021-10-14,381,24,active
2021-10-15,381,25,active
2021-10-16,382,-1,inactive
2021-10-17,383,1,active
2021-10-18,383,2,active
2021-10-19,383,3,active
2021-10-20,383,4,active
2021-10-21,383,5,active
2021-10-22,383,6,active
2021-10-23,383,7,active
2021-10-24,383,8,active
2021-10-25,383,9,active
2021-10-26,383,10,active
2021-10-27,383,11,active
2021-10-28,383,12,active
2021-10-29,383,13,active
2021-10-30,383,14,active
2021-10-31,383,15,active
2021-11-01,383,16,active
2021-11-02,383,17,active
2021-11-03,383,18,active
2021-11-04,383,19,active
2021-11-05,383,20,active
2021-11-06,383,21,active
2021-11-07,383,22,active
2021-11-08,383,23,active
2021-11-09,383,24,active
2021-11-10,383,25,active
2021-11-11,384,-1,inactive
2021-11-12,385,1,active
2021-11-13,385,2,active
2021-11-14,385,3,active
2021-11-15,385,4,active
2021-11-16,385,5,active
2021-11-17,386,-1,inactive
2021-11-18,387,1,active
2021-11-19,387,2,active
2021-11-20,387,3,active
2021-11-21,387,4,active
2021-11-22,387,5,active
2021-11-23,387,6,active
2021-11-24,387,7,active
2021-11-25,387,8,active
2021-11-26,387,9,active
2021-11-27,387,10,active
2021-11-28,388,-1,inactive
2021-11-29,389,1,active
2021-11-30,390,-1,inactive
2021-12-01,390,-2,inactive
2021-12-02,391,1,active
2021-12-03,392,-1,inactive
2021-12-04,392,-2,inactive
2021-12-05,392,-3,inactive
2021-12-06,393,1,active
2021-12-07,393,2,active
2021-12-08,393,3,active
2021-12-09,393,4,active
2021-12-10,394,-1,inactive
2021-12-11,395,1,active
2021-12-12,395,2,active
2021-12-13,395,3,active
2021-12-14,395,4,active
2021-12-15,396,-1,inactive
2021-12-16,396,-2,inactive
2021-12-17,396,-3,inactive
2021-12-18,396,-4,inactive
2021-12-19,397,1,active
2021-12-20,397,2,active
2021-12-21,397,3,active
2021-12-22,397,4,active
2021-12-23,397,5,active
2021-12-24,397,6,active
2021-12-25,398,-1,inactive
2021-12-26,399,1,active
2021-12-27,399,2,active
2021-12-28,399,3,active
2021-12-29,400,-1,inactive
2021-12-30,400,-2,inactive
2021-12-31,400,-3,inactive
